Dataset,Transform,Sample_Index,Sample_ID,Actual_Stiffness,Original_Ensemble_Prediction,Transformed_Ensemble_Prediction,Signed_Prediction_Change,Absolute_Prediction_Change,Relative_Prediction_Change_Percent,Original_Member_Std,Transformed_Member_Std,Original_Absolute_Error,Transformed_Absolute_Error,Numerically_Unchanged_At_1e_8
Test,original,45,randomness_0.4084,0.033570900559425354,0.03115663640201092,0.03115663640201092,0.0,0.0,0.0,0.00038002175419242257,0.00038002175419242257,0.002414264157414435,0.002414264157414435,True
Test,original,46,randomness_0.9479,0.009905030019581318,0.003564971638843417,0.003564971638843417,0.0,0.0,0.0,0.0011500230371053598,0.0011500230371053598,0.0063400583807379,0.0063400583807379,True
Test,original,47,randomness_0.3193,0.03850352391600609,0.03679937720298767,0.03679937720298767,0.0,0.0,0.0,0.0005793795966778069,0.0005793795966778069,0.0017041467130184187,0.0017041467130184187,True
Test,original,48,randomness_0.2813,0.03455840423703194,0.03746616169810295,0.03746616169810295,0.0,0.0,0.0,0.00027788633163403374,0.00027788633163403374,0.0029077574610710116,0.0029077574610710116,True
Test,original,49,randomness_0.9990,0.0025757469702512026,0.0072799215093255045,0.0072799215093255045,0.0,0.0,0.0,0.000745375169627892,0.000745375169627892,0.004704174539074302,0.004704174539074302,True
Test,original,50,randomness_0.0861,0.03853650018572807,0.038480544835329054,0.038480544835329054,0.0,0.0,0.0,0.0004947164727033881,0.0004947164727033881,5.595535039901872e-05,5.595535039901872e-05,True
Test,original,51,randomness_0.9900,0.0056488653644919395,0.004898893274366855,0.004898893274366855,0.0,0.0,0.0,0.0004951679243967955,0.0004951679243967955,0.0007499720901250843,0.0007499720901250843,True
Test,original,52,randomness_0.6787,0.017087284475564957,0.012462884187698364,0.012462884187698364,0.0,0.0,0.0,0.00025533539947025823,0.00025533539947025823,0.004624400287866592,0.004624400287866592,True
Test,original,53,randomness_0.5836,0.024796433746814728,0.021872729063034058,0.021872729063034058,0.0,0.0,0.0,0.000294478286253438,0.000294478286253438,0.00292370468378067,0.00292370468378067,True
Test,original,54,randomness_0.9790,0.0026478071231395006,0.0023696299642324446,0.0023696299642324446,0.0,0.0,0.0,0.000561668169040909,0.000561668169040909,0.00027817715890705603,0.00027817715890705603,True
Test,original,55,randomness_0.7417,0.008688955567777157,0.010668745636940003,0.010668745636940003,0.0,0.0,0.0,0.00035342205400200425,0.00035342205400200425,0.001979790069162846,0.001979790069162846,True
Test,original,56,randomness_0.0440,0.03956732526421547,0.03488902673125267,0.03488902673125267,0.0,0.0,0.0,0.00033953767238372763,0.00033953767238372763,0.004678298532962796,0.004678298532962796,True
Test,original,57,randomness_0.0631,0.0343242883682251,0.03622714802622795,0.03622714802622795,0.0,0.0,0.0,0.00030754973898400426,0.00030754973898400426,0.0019028596580028534,0.0019028596580028534,True
Test,original,58,randomness_0.1101,0.03572596609592438,0.03678830713033676,0.03678830713033676,0.0,0.0,0.0,0.0004255716459411197,0.0004255716459411197,0.001062341034412384,0.001062341034412384,True
Test,original,59,randomness_0.7648,0.014725374057888985,0.01675097309052944,0.01675097309052944,0.0,0.0,0.0,0.0008158241192231151,0.0008158241192231151,0.0020255990326404558,0.0020255990326404558,True
Test,original,60,randomness_0.3103,0.03514377400279045,0.036243198066949846,0.036243198066949846,0.0,0.0,0.0,0.0004374352205974826,0.0004374352205974826,0.0010994240641593947,0.0010994240641593947,True
Test,original,61,randomness_0.0881,0.03940906748175621,0.03828203976154328,0.03828203976154328,0.0,0.0,0.0,0.0003731428134240655,0.0003731428134240655,0.0011270277202129336,0.0011270277202129336,True
Test,original,62,randomness_0.1391,0.03866087272763252,0.037186314910650255,0.037186314910650255,0.0,0.0,0.0,0.00036163059039552613,0.00036163059039552613,0.001474557816982268,0.001474557816982268,True
