Dataset,Transform,Sample_Index,Sample_ID,Actual_Stiffness,Original_Ensemble_Prediction,Transformed_Ensemble_Prediction,Signed_Prediction_Change,Absolute_Prediction_Change,Relative_Prediction_Change_Percent,Original_Member_Std,Transformed_Member_Std,Original_Absolute_Error,Transformed_Absolute_Error,Numerically_Unchanged_At_1e_8
Test,original,63,randomness_0.6366,0.02110357955098152,0.021047896519303323,0.021047896519303323,0.0,0.0,0.0,0.00037280272888311824,0.00037280272888311824,5.5683031678199074e-05,5.5683031678199074e-05,True
Test,original,64,randomness_0.1982,0.035181619226932526,0.0356765016913414,0.0356765016913414,0.0,0.0,0.0,0.0004027923439094918,0.0004027923439094918,0.0004948824644088745,0.0004948824644088745,True
Test,original,65,randomness_0.2943,0.03517470136284828,0.03553293570876122,0.03553293570876122,0.0,0.0,0.0,0.00039265916175486635,0.00039265916175486635,0.0003582343459129361,0.0003582343459129361,True
Test,original,66,randomness_0.3123,0.03714391961693764,0.034489335119724275,0.034489335119724275,0.0,0.0,0.0,0.0005683259251904571,0.0005683259251904571,0.0026545844972133623,0.0026545844972133623,True
Test,original,67,randomness_0.7497,0.007547418586909771,0.011677532270550729,0.011677532270550729,0.0,0.0,0.0,0.00037473814513798925,0.00037473814513798925,0.004130113683640958,0.004130113683640958,True
Test,original,68,randomness_0.3824,0.0404185950756073,0.03441468551754952,0.03441468551754952,0.0,0.0,0.0,0.00052078792656764,0.00052078792656764,0.006003909558057782,0.006003909558057782,True
Test,original,69,randomness_0.1201,0.03461236506700516,0.03754418790340423,0.03754418790340423,0.0,0.0,0.0,0.00043989724464251433,0.00043989724464251433,0.0029318228363990756,0.0029318228363990756,True
Test,original,70,randomness_0.8799,0.00699444767087698,0.00883378330618143,0.00883378330618143,0.0,0.0,0.0,0.00042510485425180464,0.00042510485425180464,0.0018393356353044506,0.0018393356353044506,True
Test,original,71,randomness_0.4454,0.03629140555858612,0.030664356797933577,0.030664356797933577,0.0,0.0,0.0,0.000964047844560858,0.000964047844560858,0.0056270487606525435,0.0056270487606525435,True
Test,original,72,randomness_0.6496,0.02062382735311985,0.016070734336972238,0.016070734336972238,0.0,0.0,0.0,0.00029281336379804735,0.00029281336379804735,0.004553093016147612,0.004553093016147612,True
Test,original,73,randomness_0.0961,0.03442269563674927,0.03595208898186684,0.03595208898186684,0.0,0.0,0.0,0.0004232159286177456,0.0004232159286177456,0.0015293933451175704,0.0015293933451175704,True
Test,original,74,randomness_0.5345,0.01858634315431118,0.021180487424135207,0.021180487424135207,0.0,0.0,0.0,0.0001826520308813798,0.0001826520308813798,0.0025941442698240273,0.0025941442698240273,True
Test,original,75,randomness_0.8168,0.0062795402482151985,0.01133883036673069,0.01133883036673069,0.0,0.0,0.0,0.0005780102923575549,0.0005780102923575549,0.005059290118515492,0.005059290118515492,True
Test,original,76,randomness_0.1011,0.036559849977493286,0.03502665087580681,0.03502665087580681,0.0,0.0,0.0,0.0007981868502265683,0.0007981868502265683,0.0015331991016864777,0.0015331991016864777,True
Test,original,77,randomness_0.0721,0.03727954253554344,0.03856367990374565,0.03856367990374565,0.0,0.0,0.0,0.00041499011290005753,0.00041499011290005753,0.0012841373682022095,0.0012841373682022095,True
Test,original,78,randomness_0.7167,0.016387207433581352,0.01165401991456747,0.01165401991456747,0.0,0.0,0.0,0.0007210311267195283,0.0007210311267195283,0.004733187519013882,0.004733187519013882,True
Test,original,79,randomness_0.8238,0.013117153197526932,0.011955158226191998,0.011955158226191998,0.0,0.0,0.0,0.0007811764768967687,0.0007811764768967687,0.0011619949713349339,0.0011619949713349339,True
Test,original,80,randomness_0.7407,0.018954401835799217,0.014214779622852803,0.014214779622852803,0.0,0.0,0.0,0.0004965816552400015,0.0004965816552400015,0.004739622212946415,0.004739622212946415,True
Test,original,81,randomness_0.0390,0.03908586874604225,0.03695358708500862,0.03695358708500862,0.0,0.0,0.0,0.0007142386646443946,0.0007142386646443946,0.0021322816610336304,0.0021322816610336304,True
Test,original,82,randomness_0.9249,0.0027470618952065706,0.008397187106311321,0.008397187106311321,0.0,0.0,0.0,0.0004478397016540132,0.0004478397016540132,0.005650125211104751,0.005650125211104751,True
Test,original,83,randomness_0.3654,0.03203712776303291,0.03358266428112984,0.03358266428112984,0.0,0.0,0.0,0.0005283024663810084,0.0005283024663810084,0.0015455365180969266,0.0015455365180969266,True
Test,original,84,randomness_0.8298,0.010121873579919338,0.012014842592179775,0.012014842592179775,0.0,0.0,0.0,0.00031936614736905036,0.00031936614736905036,0.001892969012260437,0.001892969012260437,True
Test,original,85,randomness_0.5485,0.024540526792407036,0.023491095378994943,0.023491095378994943,0.0,0.0,0.0,0.0004573356405284225,0.0004573356405284225,0.0010494314134120927,0.0010494314134120927,True
Test,original,86,randomness_0.7678,0.012096458114683628,0.012931043095886708,0.012931043095886708,0.0,0.0,0.0,0.000934769373956801,0.000934769373956801,0.0008345849812030799,0.0008345849812030799,True
Test,original,87,randomness_0.6877,0.00928312074393034,0.013873529434204102,0.013873529434204102,0.0,0.0,0.0,0.0006195804265684859,0.0006195804265684859,0.0045904086902737624,0.0045904086902737624,True
Test,original,88,randomness_0.9489,0.004402373917400837,0.006822493486106395,0.006822493486106395,0.0,0.0,0.0,0.0010405426347436689,0.0010405426347436689,0.0024201195687055584,0.0024201195687055584,True
Test,original,89,randomness_0.0541,0.037917304784059525,0.03507073223590851,0.03507073223590851,0.0,0.0,0.0,0.0006737934943217498,0.0006737934943217498,0.0028465725481510162,0.0028465725481510162,True
Test,original,90,randomness_0.3714,0.03878291696310043,0.03366486057639122,0.03366486057639122,0.0,0.0,0.0,0.00036160295450816417,0.00036160295450816417,0.005118056386709216,0.005118056386709216,True
Test,original,91,randomness_0.2472,0.04218277707695961,0.04007003977894783,0.04007003977894783,0.0,0.0,0.0,0.0004286972409106019,0.0004286972409106019,0.0021127372980117784,0.0021127372980117784,True
Test,original,92,randomness_0.3514,0.034423813223838806,0.030358089506626128,0.030358089506626128,0.0,0.0,0.0,0.0005386335368874673,0.0005386335368874673,0.004065723717212678,0.004065723717212678,True
Test,original,93,randomness_0.4995,0.027025047689676285,0.027240237221121788,0.027240237221121788,0.0,0.0,0.0,0.0005646181710731277,0.0005646181710731277,0.00021518953144550323,0.00021518953144550323,True
Test,original,94,randomness_0.0761,0.035666197538375854,0.03394862860441208,0.03394862860441208,0.0,0.0,0.0,0.0003919993886786485,0.0003919993886786485,0.001717568933963777,0.001717568933963777,True
Test,original,95,randomness_0.2132,0.03450039401650429,0.03354946225881576,0.03354946225881576,0.0,0.0,0.0,0.0005869054909414319,0.0005869054909414319,0.0009509317576885251,0.0009509317576885251,True
Test,original,96,randomness_0.8849,0.0015759459929540753,0.00863613374531269,0.00863613374531269,0.0,0.0,0.0,0.0012329785827789404,0.0012329785827789404,0.007060187752358615,0.007060187752358615,True
Test,original,97,randomness_0.6266,0.02275308407843113,0.016261043772101403,0.016261043772101403,0.0,0.0,0.0,0.0004956130381370528,0.0004956130381370528,0.0064920403063297265,0.0064920403063297265,True
Test,original,98,randomness_0.9870,0.0015948686050251126,0.000939031631423859,0.000939031631423859,0.0,0.0,0.0,0.0008457456657246078,0.0008457456657246078,0.0006558369736012537,0.0006558369736012537,True
Test,original,99,randomness_0.8929,0.0076829856261610985,0.008540288358926774,0.008540288358926774,0.0,0.0,0.0,0.0008374840578941235,0.0008374840578941235,0.0008573027327656753,0.0008573027327656753,True
Test,mirror_x,0,randomness_0.4364,0.029904160648584366,0.02819271422922611,0.029134437814354895,0.0009417235851287842,0.0009417235851287842,3.340308341623035,0.0010294116984001253,0.0011911241748699748,0.0017114464193582549,0.0007697228342294707,False
Test,mirror_x,1,randomness_0.8999,0.0001607175508979708,0.0019354157440830023,0.0024818152422085406,0.0005463994981255384,0.0005463994981255384,28.231634458694653,0.001302676664390733,0.0009311622416661811,0.0017746981931850315,0.00232109769131057,False
Test,mirror_x,2,randomness_0.3463,0.028783505782485008,0.03082413300871849,0.030876623839139937,5.249083042144567e-05,5.249083042144567e-05,0.17029134414453387,0.0007648223107890366,0.001069801053000603,0.002040627226233483,0.0020931180566549287,False
Test,mirror_x,3,randomness_0.0601,0.038523707538843155,0.03914892598986626,0.03946426138281822,0.00031533539295196256,0.00031533539295196256,0.8054764849324026,0.0004659725951167148,0.0002711545145188627,0.0006252184510231046,0.0009405538439750671,False
Test,mirror_x,4,randomness_0.8679,0.008534790016710758,0.008498804457485677,0.008123683929443359,-0.0003751205280423178,0.0003751205280423178,4.413803493406826,0.0004924190851258075,0.0013423283733787238,3.5985559225081704e-05,0.00041110608726739953,False
Test,mirror_x,5,randomness_0.4324,0.03343658149242401,0.032684313505887984,0.03238474577665329,-0.00029956772923469405,0.00029956772923469405,0.9165489407655075,0.0005980646495096384,0.0005674560118106724,0.0007522679865360274,0.0010518357157707214,False
Test,mirror_x,6,randomness_0.5435,0.01657457835972309,0.020329218357801437,0.020383558049798012,5.4339691996575096e-05,5.4339691996575096e-05,0.2672984816247102,0.000851384103700825,0.0006320915639621169,0.0037546399980783463,0.0038089796900749213,False
Test,mirror_x,7,randomness_0.3614,0.03378213196992874,0.03368760943412781,0.03372361585497856,3.600642085074823e-05,3.600642085074823e-05,0.10688327683552193,0.00020268802402117266,0.00048392234322841186,9.452253580093106e-05,5.851611495018283e-05,False
Test,mirror_x,8,randomness_0.4865,0.028001928701996803,0.03142721988260746,0.03118477389216423,-0.0002424459904432283,0.0002424459904432283,0.7714522358288632,0.000429626148352744,0.0006535661851071047,0.0034252911806106554,0.003182845190167427,False
Test,mirror_x,9,randomness_0.2773,0.035752955824136734,0.03760512620210647,0.037443531304597856,-0.00016159489750861705,0.00016159489750861705,0.4297150783117575,0.00031560432580799325,0.00027677562227587004,0.001852170377969739,0.001690575480461122,False
Test,mirror_x,10,randomness_0.6627,0.02130408026278019,0.022804492339491843,0.022236060351133347,-0.0005684319883584969,0.0005684319883584969,2.492631626682216,0.0009751313371816254,0.00025783164727945516,0.001500412076711654,0.000931980088353157,False
Test,mirror_x,11,randomness_0.3774,0.034980010241270065,0.03397245183587074,0.03460226878523827,0.0006298169493675274,0.0006298169493675274,1.8539049003890793,0.0007347644872700862,0.0006269043527642121,0.001007558405399324,0.00037774145603179654,False
Test,mirror_x,12,randomness_0.6687,0.01660303585231304,0.021212150156497956,0.020735415816307067,-0.00047673434019088884,0.00047673434019088884,2.2474588227674315,0.0005889595048764632,0.000651662736804551,0.004609114304184914,0.0041323799639940255,False
Test,mirror_x,13,randomness_0.5896,0.025645151734352112,0.024923408403992653,0.02439795471727848,-0.0005254536867141738,0.0005254536867141738,2.1082737890295844,0.0007911659528872577,0.0008411251376941982,0.0007217433303594589,0.0012471970170736327,False
Test,mirror_x,14,randomness_0.3554,0.03571183979511261,0.03606520816683769,0.03607247471809387,7.266551256178422e-06,7.266551256178422e-06,0.02014836909456712,0.0008034981800248337,0.0007954384739743453,0.000353368371725081,0.00036063492298125943,False
Test,mirror_x,15,randomness_0.2593,0.034776538610458374,0.03688777014613152,0.03670801445841789,-0.00017975568771362582,0.00017975568771362582,0.4873042935409776,0.0004954891017095303,0.00035335534310007685,0.002111231535673143,0.001931475847959517,False
Test,mirror_x,16,randomness_0.6176,0.025575056672096252,0.019655602425336836,0.01970227509737015,4.667267203331202e-05,4.667267203331202e-05,0.2374522592762109,0.0008669856672082005,0.00033328405663722897,0.005919454246759416,0.005872781574726104,False
Test,mirror_x,17,randomness_0.9780,3.279328893768252e-06,0.002765930094756186,0.0029798213159665464,0.00021389122121036027,0.00021389122121036027,7.733066776194665,0.0009333868112379688,0.0008984674080226066,0.002762650765862418,0.002976541987072778,False
Test,mirror_x,18,randomness_0.2753,0.03773081675171852,0.03786808028817177,0.03788329064846039,1.5210360288619995e-05,1.5210360288619995e-05,0.04016670550202411,0.0001852412980594714,0.0003048214987509847,0.00013726353645324846,0.00015247389674186845,False
Test,mirror_x,19,randomness_0.0701,0.03618176653981209,0.03643096312880516,0.03655278906226158,0.00012182593345642229,0.00012182593345642229,0.3344021760437544,0.00037331388063519845,0.00026221399126322555,0.00024919658899306973,0.000371022522449492,False
Test,mirror_x,20,randomness_0.2372,0.04343936964869499,0.041466948390007016,0.04155130013823509,8.435174822807312e-05,8.435174822807312e-05,0.20341923267351106,0.00048558523235834857,0.0004894576743672349,0.001972421258687976,0.0018880695104599027,False
Test,mirror_x,21,randomness_0.2803,0.034028586000204086,0.034195809811353686,0.034634717553853986,0.0004389077425002996,0.0004389077425002996,1.283513228438221,0.00047886358609213544,0.0002571828130000757,0.00016722381114959994,0.0006061315536498996,False
Test,mirror_x,22,randomness_0.8228,0.001965631963685155,0.0053432976827025415,0.004905089223757386,-0.00043820845894515514,0.00043820845894515514,8.2010863883503,0.0006835280984216794,0.0008690905228855598,0.0033776657190173866,0.0029394572600722315,False
Test,mirror_x,23,randomness_0.2182,0.03561365231871605,0.03455611541867256,0.03456401750445366,7.902085781101575e-06,7.902085781101575e-06,0.022867401863207244,0.0004943971106844354,0.0005740680894484739,0.001057536900043489,0.0010496348142623874,False
Test,mirror_x,24,randomness_0.6927,0.02150697261095047,0.01978771686553955,0.019375019520521165,-0.00041269734501838545,0.00041269734501838545,2.085623863645941,0.0005758228064852214,0.0004550483840407457,0.0017192557454109199,0.0021319530904293053,False
Test,mirror_x,25,randomness_0.2963,0.0379083976149559,0.038877101987600325,0.03885082304477692,-2.627894282340726e-05,2.627894282340726e-05,0.0675949118630005,0.0004720838161628573,0.00027663253725877297,0.000968704372644423,0.0009424254298210158,False
Test,mirror_x,26,randomness_0.3183,0.032574255019426346,0.03256628736853599,0.032926055043935774,0.00035976767539978166,0.00035976767539978166,1.1047242546516745,0.000379162271765732,0.0002687221692160068,7.967650890353117e-06,0.00035180002450942854,False
Test,mirror_x,27,randomness_0.8669,0.000550733064301312,0.003543578088283539,0.0023657262325286867,-0.0011778518557548521,0.0011778518557548521,33.23905460554949,0.0004992933162762454,0.0006874653364714783,0.002992845023982227,0.0018149931682273747,False
Test,mirror_x,28,randomness_0.5596,0.02113732509315014,0.021663343533873558,0.022502250596880914,0.0008389070630073561,0.0008389070630073561,3.8724726942339807,0.0008512705996039576,0.0010070590232811852,0.0005260184407234192,0.0013649255037307753,False
Test,mirror_x,29,randomness_0.2653,0.03422939032316208,0.035274706035852435,0.035591673105955124,0.0003169670701026889,0.0003169670701026889,0.8985675735483962,0.000698968994951333,0.0006788427778263869,0.0010453157126903562,0.001362282782793045,False
Test,mirror_x,30,randomness_0.1361,0.03697212412953377,0.03815213963389397,0.03806151673197746,-9.06229019165053e-05,9.06229019165053e-05,0.2375303267028223,0.0003634936152391873,0.0003434861377329229,0.001180015504360199,0.0010893926024436937,False
Test,mirror_x,31,randomness_0.7618,0.01672402210533619,0.0158477121964097,0.015286516770720482,-0.0005611954256892187,0.0005611954256892187,3.541176282948636,0.0007347028652018808,0.0005778443422411007,0.0008763099089264884,0.001437505334615707,False
Test,mirror_x,32,randomness_0.0300,0.04144977033138275,0.03898252472281456,0.038952022790908813,-3.0501931905749236e-05,3.0501931905749236e-05,0.07824514220829301,0.00030690733153364877,0.00039306969491115316,0.0024672456085681888,0.002497747540473938,False
Test,mirror_x,33,randomness_0.2893,0.025877267122268677,0.030227553471922873,0.030797620862722398,0.0005700673907995252,0.0005700673907995252,1.8859197166884092,0.0004754190846135676,0.0006591808113627502,0.004350286349654196,0.0049203537404537215,False
Test,mirror_x,34,randomness_0.6436,0.02099030651152134,0.01880144365131855,0.01822374016046524,-0.0005777034908533082,0.0005777034908533082,3.072654959731211,0.0004400723645116956,0.0003786418797910599,0.0021888628602027907,0.002766566351056099,False
Test,mirror_x,35,randomness_0.6356,0.015841074287891388,0.01852170117199421,0.018997445330023767,0.00047574415802955836,0.00047574415802955836,2.568577009270124,0.0006417010137088428,0.0008466916510504746,0.0026806268841028207,0.003156371042132379,False
Test,mirror_x,36,randomness_0.0551,0.03732594847679138,0.03796341717243194,0.038013909757137296,5.049258470535278e-05,5.049258470535278e-05,0.1330032659494604,0.00043705074898659066,0.0004885539552775059,0.0006374686956405612,0.000687961280345914,False
Test,mirror_x,37,randomness_0.2152,0.03537635877728462,0.03190508782863617,0.032411524653434755,0.0005064368247985826,0.0005064368247985826,1.5873230862697516,0.0008870370007945303,0.000751488552965835,0.00347127094864845,0.0029648341238498674,False
Test,mirror_x,38,randomness_0.8659,0.009412657469511032,0.013684233091771603,0.012301667965948582,-0.001382565125823021,0.001382565125823021,10.103343874304247,0.0010738589324913476,0.0012195786777615938,0.004271575622260571,0.00288901049643755,False
Test,mirror_x,39,randomness_0.6527,0.016307538375258446,0.01739366017282009,0.017365138977766037,-2.8521195054052872e-05,2.8521195054052872e-05,0.16397465956372448,0.00030196697055607597,0.0004363067099145881,0.0010861217975616441,0.0010576006025075912,False
Test,mirror_x,40,randomness_0.3073,0.0371292345225811,0.036227117478847506,0.036183618009090424,-4.3499469757082854e-05,4.3499469757082854e-05,0.1200743332187044,0.0004818757562414866,0.00034862785272662424,0.000902117043733594,0.0009456165134906769,False
Test,mirror_x,41,randomness_0.2082,0.03589737415313721,0.03766464963555336,0.037574610114097594,-9.003952145576755e-05,9.003952145576755e-05,0.2390557786332763,0.0002986247132792836,0.0004572767809975978,0.0017672754824161543,0.0016772359609603868,False
Test,mirror_x,42,randomness_0.9019,0.002554831327870488,0.0018761396466288715,0.002556215994991362,0.0006800763483624905,0.0006800763483624905,36.24870619756269,0.0009776922420336135,0.0009396111262774451,0.0006786916812416167,1.3846671208738413e-06,False
Test,mirror_x,43,randomness_0.2102,0.038845494389534,0.03721804246306419,0.037748392671346664,0.0005303502082824735,0.0005303502082824735,1.4249814691592173,0.000272263632285231,0.00046134345602562006,0.0016274519264698056,0.0010971017181873322,False
Test,mirror_x,44,randomness_0.7137,0.014563924632966518,0.016224480979144574,0.015687608532607554,-0.0005368724465370199,0.0005368724465370199,3.3090269403818318,0.0006483515215711671,0.0005687201184744792,0.0016605563461780555,0.0011236838996410356,False
Test,mirror_x,45,randomness_0.4084,0.033570900559425354,0.03115663640201092,0.03110976628959179,-4.68701124191305e-05,4.68701124191305e-05,0.15043380105082654,0.00038002175419242257,0.00033385842392254044,0.002414264157414435,0.0024611342698335655,False
Test,mirror_x,46,randomness_0.9479,0.009905030019581318,0.003564971638843417,0.004837696859613061,0.001272725220769644,0.001272725220769644,35.70085121862439,0.0011500230371053598,0.001137791093028071,0.0063400583807379,0.005067333159968257,False
Test,mirror_x,47,randomness_0.3193,0.03850352391600609,0.03679937720298767,0.03674142956733704,-5.794763565063199e-05,5.794763565063199e-05,0.15746906620454254,0.0005793795966778069,0.00046956384690409047,0.0017041467130184187,0.0017620943486690507,False
Test,mirror_x,48,randomness_0.2813,0.03455840423703194,0.03746616169810295,0.03792726919054985,0.00046110749244690497,0.00046110749244690497,1.2307305353626672,0.00027788633163403374,0.00016205348183152469,0.0029077574610710116,0.0033688649535179166,False
Test,mirror_x,49,randomness_0.9990,0.0025757469702512026,0.0072799215093255045,0.0074478423222899435,0.00016792081296443905,0.00016792081296443905,2.3066294430418544,0.000745375169627892,0.00035564904710242454,0.004704174539074302,0.004872095352038741,False
Test,mirror_x,50,randomness_0.0861,0.03853650018572807,0.038480544835329054,0.03795825093984604,-0.0005222938954830142,0.0005222938954830142,1.357293400387344,0.0004947164727033881,0.00041633317915530145,5.595535039901872e-05,0.0005782492458820329,False
Test,mirror_x,51,randomness_0.9900,0.0056488653644919395,0.004898893274366855,0.006131592579185963,0.0012326993048191077,0.0012326993048191077,25.162812002235846,0.0004951679243967955,0.0008429822717439786,0.0007499720901250843,0.0004827272146940235,False
Test,mirror_x,52,randomness_0.6787,0.017087284475564957,0.012462884187698364,0.013369297049939633,0.0009064128622412685,0.0009064128622412685,7.272898059471289,0.00025533539947025823,0.00041969795798523315,0.004624400287866592,0.003717987425625324,False
Test,mirror_x,53,randomness_0.5836,0.024796433746814728,0.021872729063034058,0.02133302167057991,-0.000539707392454146,0.000539707392454146,2.4674899547230114,0.000294478286253438,0.0009559826775015991,0.00292370468378067,0.003463412076234816,False
Test,mirror_x,54,randomness_0.9790,0.0026478071231395006,0.0023696299642324446,0.0029704462504014373,0.0006008162861689927,0.0006008162861689927,25.354856886425527,0.000561668169040909,0.0010383929486027887,0.00027817715890705603,0.00032263912726193666,False
Test,mirror_x,55,randomness_0.7417,0.008688955567777157,0.010668745636940003,0.010562444105744362,-0.00010630153119564091,0.00010630153119564091,0.9963826565287782,0.00035342205400200425,0.0003099681237032036,0.001979790069162846,0.001873488537967205,False
Test,mirror_x,56,randomness_0.0440,0.03956732526421547,0.03488902673125267,0.03495395630598068,6.492957472800653e-05,6.492957472800653e-05,0.1861031413348207,0.00033953767238372763,0.0004194258153829399,0.004678298532962796,0.00461336895823479,False
Test,mirror_x,57,randomness_0.0631,0.0343242883682251,0.03622714802622795,0.035856868326663974,-0.0003702796995639773,0.0003702796995639773,1.022105574791314,0.00030754973898400426,0.0004848997049455793,0.0019028596580028534,0.001532579958438876,False
Test,mirror_x,58,randomness_0.1101,0.03572596609592438,0.03678830713033676,0.03689236864447594,0.00010406151413917819,0.00010406151413917819,0.2828657316861582,0.0004255716459411197,0.0005804711024680538,0.001062341034412384,0.0011664025485515622,False
Test,mirror_x,59,randomness_0.7648,0.014725374057888985,0.01675097309052944,0.016875101253390312,0.00012412816286087175,0.00012412816286087175,0.7410206093104558,0.0008158241192231151,0.0010601005123993068,0.0020255990326404558,0.0021497271955013275,False
Test,mirror_x,60,randomness_0.3103,0.03514377400279045,0.036243198066949846,0.036588498204946515,0.0003453001379966694,0.0003453001379966694,0.9527308747942651,0.0004374352205974826,0.0006749056581439515,0.0010994240641593947,0.0014447242021560641,False
Test,mirror_x,61,randomness_0.0881,0.03940906748175621,0.03828203976154328,0.038067412376403806,-0.00021462738513947088,0.00021462738513947088,0.5606477253468548,0.0003731428134240655,0.00044208326002428847,0.0011270277202129336,0.0013416551053524045,False
Test,mirror_x,62,randomness_0.1391,0.03866087272763252,0.037186314910650255,0.037204714864492415,1.839995384216031e-05,1.839995384216031e-05,0.04948044431498782,0.00036163059039552613,0.00045573291599771077,0.001474557816982268,0.0014561578631401076,False
Test,mirror_x,63,randomness_0.6366,0.02110357955098152,0.021047896519303323,0.02089112214744091,-0.0001567743718624108,0.0001567743718624108,0.744845793586218,0.00037280272888311824,0.0004886951893419739,5.5683031678199074e-05,0.00021245740354060988,False
Test,mirror_x,64,randomness_0.1982,0.035181619226932526,0.0356765016913414,0.035334900766611096,-0.0003416009247303037,0.0003416009247303037,0.9574955742177192,0.0004027923439094918,0.0006032320156943201,0.0004948824644088745,0.00015328153967857083,False
Test,mirror_x,65,randomness_0.2943,0.03517470136284828,0.03553293570876122,0.035081394016742706,-0.0004515416920185117,0.0004515416920185117,1.2707694509665206,0.00039265916175486635,0.0001890223502644939,0.0003582343459129361,9.330734610557556e-05,False
Test,mirror_x,66,randomness_0.3123,0.03714391961693764,0.034489335119724275,0.03423059955239296,-0.00025873556733131686,0.00025873556733131686,0.750190070156926,0.0005683259251904571,0.0003023808733512829,0.0026545844972133623,0.002913320064544679,False
Test,mirror_x,67,randomness_0.7497,0.007547418586909771,0.011677532270550729,0.013455499708652497,0.0017779674381017685,0.0017779674381017685,15.225540781296571,0.00037473814513798925,0.0006805843253391929,0.004130113683640958,0.005908081121742726,False
Test,mirror_x,68,randomness_0.3824,0.0404185950756073,0.03441468551754952,0.03424099609255791,-0.00017368942499160905,0.00017368942499160905,0.5046956622719606,0.00052078792656764,0.0003518440304744323,0.006003909558057782,0.006177598983049391,False
Test,mirror_x,69,randomness_0.1201,0.03461236506700516,0.03754418790340423,0.037536051124334335,-8.136779069897737e-06,8.136779069897737e-06,0.0216725398105094,0.00043989724464251433,0.0006113457556504208,0.0029318228363990756,0.002923686057329178,False
Test,mirror_x,70,randomness_0.8799,0.00699444767087698,0.00883378330618143,0.009184158034622669,0.0003503747284412384,0.0003503747284412384,3.9663043148914925,0.00042510485425180464,0.00047157757702999945,0.0018393356353044506,0.002189710363745689,False
Test,mirror_x,71,randomness_0.4454,0.03629140555858612,0.030664356797933577,0.0320297822356224,0.0013654254376888261,0.0013654254376888261,4.452809646999803,0.000964047844560858,0.001267854093435853,0.0056270487606525435,0.004261623322963717,False
Test,mirror_x,72,randomness_0.6496,0.02062382735311985,0.016070734336972238,0.01620140615850687,0.00013067182153463086,0.00013067182153463086,0.8131042352806992,0.00029281336379804735,0.0005037953917702466,0.004553093016147612,0.004422421194612981,False
Test,mirror_x,73,randomness_0.0961,0.03442269563674927,0.03595208898186684,0.03551802411675453,-0.0004340648651123061,0.0004340648651123061,1.2073425422685047,0.0004232159286177456,0.0003814027420172837,0.0015293933451175704,0.0010953284800052643,False
Test,mirror_x,74,randomness_0.5345,0.01858634315431118,0.021180487424135207,0.022396641969680785,0.001216154545545578,0.001216154545545578,5.741862881586792,0.0001826520308813798,0.0008345611377783993,0.0025941442698240273,0.0038102988153696053,False
Test,mirror_x,75,randomness_0.8168,0.0062795402482151985,0.01133883036673069,0.011196775548160075,-0.0001420548185706149,0.0001420548185706149,1.252817212853087,0.0005780102923575549,0.0007646961478310869,0.005059290118515492,0.004917235299944877,False
Test,mirror_x,76,randomness_0.1011,0.036559849977493286,0.03502665087580681,0.03561433926224709,0.0005876883864402785,0.0005876883864402785,1.6778320842721497,0.0007981868502265683,0.0003884087886966118,0.0015331991016864777,0.0009455107152461992,False
Test,mirror_x,77,randomness_0.0721,0.03727954253554344,0.03856367990374565,0.038393913954496386,-0.0001697659492492648,0.0001697659492492648,0.4402223793813194,0.00041499011290005753,0.0003045903218900831,0.0012841373682022095,0.0011143714189529447,False
Test,mirror_x,78,randomness_0.7167,0.016387207433581352,0.01165401991456747,0.011427883431315422,-0.0002261364832520478,0.0002261364832520478,1.9404161388927976,0.0007210311267195283,0.0006462074248450488,0.004733187519013882,0.00495932400226593,False
Test,mirror_x,79,randomness_0.8238,0.013117153197526932,0.011955158226191998,0.012032600119709969,7.744189351797069e-05,7.744189351797069e-05,0.647769707876445,0.0007811764768967687,0.0008751185955444234,0.0011619949713349339,0.0010845530778169632,False
Test,mirror_x,80,randomness_0.7407,0.018954401835799217,0.014214779622852803,0.013985668122768403,-0.00022911150008439983,0.00022911150008439983,1.6117836938960497,0.0004965816552400015,0.0003883554951713705,0.004739622212946415,0.004968733713030814,False
Test,mirror_x,81,randomness_0.0390,0.03908586874604225,0.03695358708500862,0.0375550739467144,0.0006014868617057814,0.0006014868617057814,1.6276819360515975,0.0007142386646443946,0.0003537556609424437,0.0021322816610336304,0.001530794799327849,False
Test,mirror_x,82,randomness_0.9249,0.0027470618952065706,0.008397187106311321,0.008284062892198563,-0.00011312421411275794,0.00011312421411275794,1.347167958514749,0.0004478397016540132,0.0009578777264680728,0.005650125211104751,0.005537000996991993,False
Test,mirror_x,83,randomness_0.3654,0.03203712776303291,0.03358266428112984,0.03369410485029221,0.00011144056916236739,0.00011144056916236739,0.3318395712426725,0.0005283024663810084,0.0006929808920621645,0.0015455365180969266,0.001656977087259294,False
Test,mirror_x,84,randomness_0.8298,0.010121873579919338,0.012014842592179775,0.011536918953061104,-0.00047792363911867107,0.00047792363911867107,3.9777769492356243,0.00031936614736905036,0.0007812905527770523,0.001892969012260437,0.001415045373141766,False
Test,mirror_x,85,randomness_0.5485,0.024540526792407036,0.023491095378994943,0.022429430112242698,-0.0010616652667522451,0.0010616652667522451,4.519437044649504,0.0004573356405284225,0.0007419133027551976,0.0010494314134120927,0.002111096680164338,False
Test,mirror_x,86,randomness_0.7678,0.012096458114683628,0.012931043095886708,0.012360486201941967,-0.000570556893944741,0.000570556893944741,4.412303707550336,0.000934769373956801,0.001008611243774497,0.0008345849812030799,0.00026402808725833893,False
