Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,101,9,12,900,0.05813650041818619,0.0029219985002160494,0.002372174523770809,0.9518619775772095,0.0026592609374148663,0.0021587787196040154,0.9537914991378784,0.0030439766389491105,0.002615782432258129,0.4266378879547119
