,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,8.368024282390252e-06,0.0028927537541917135,0.002304447116330266,56.422080993652344,16844.912109375,0.9430214166641235
Validation,8.287348464364186e-06,0.0028787755147569576,0.002284673508256674,186.0023193359375,14330.1572265625,0.9532755613327026
Test,8.151811925927177e-06,0.002855137812072681,0.002260283799842,34.22474670410156,885.9360961914062,0.9467334747314453
