Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
11,9,12,900,0.05714188665151596,0.002960170513374042,0.0023889236617833376,0.9383862018585205,0.0029551314165182623,0.002350160852074623,0.9389702677726746,0.003062732899344163,0.002667875261977315,0.4195502996444702
42,9,12,900,0.06393893897533416,0.0030730526750053005,0.002434258349239826,0.9397088289260864,0.0027794132380774793,0.00216697552241385,0.9548667073249817,0.0031109177794159536,0.00271605234593153,0.40114259719848633
73,9,12,900,0.05296834290027618,0.002838808762854524,0.0023570649791508913,0.9463909864425659,0.0029161058962545033,0.0023984715808182955,0.9410533905029297,0.002953632360330694,0.0023540202528238297,0.4601672887802124
101,9,12,900,0.05656513325870037,0.002882238879609336,0.002267052885144949,0.9531630873680115,0.0027581557168232127,0.002160079078748822,0.9502906799316406,0.0027297725817630723,0.002282471163198352,0.5388955473899841
202,9,12,900,0.06574427247047425,0.0031528478669744704,0.0025912350974977016,0.9305142760276794,0.003129022581360993,0.0024679838679730892,0.9384294748306274,0.0030883489329783403,0.002663776744157076,0.40980011224746704
