Dataset,Sample_ID,Split_Count,Mean_Predicted_Stiffness,Std_Predicted_Across_Splits,Mean_Residual,Mean_Absolute_Error,Max_Absolute_Error,Mean_Ensemble_Std,Randomness_Value,Actual_Stiffness,Node_Count,Edge_Count,Graph_Density,Total_Edge_Weight,Mean_Edge_Weight,Std_Edge_Weight,Mean_Degree,Std_Degree,Mean_Weighted_Degree,Std_Weighted_Degree,Mean_Center_Distance,Std_Center_Distance
Test,randomness_0.8589,2,0.010321624204516412,1.737135044937222e-05,-0.006117882243904687,0.006117882243904687,0.006130165643605806,0.000647280148627599,0.8589,0.0164395064484211,120.0,250.0,0.0350140056022409,250.0,1.0,0.0,4.166666507720947,1.4278966188430786,4.166666507720947,1.4278966188430786,134.66017150878906,51.28517532348633
Test,randomness_0.4535,1,0.03354994133114815,,0.00611006859689955,0.00611006859689955,0.00611006859689955,0.00036719413472982115,0.4535,0.0274398727342486,121.0,294.0,0.04049586776859504,294.0,1.0,0.0,4.859504222869873,1.3317842483520508,4.859504222869873,1.3317842483520508,135.99603271484375,51.290836334228516
Test,randomness_0.5375,2,0.024087025225162505,0.00030854654123612746,-0.0060115378350019955,0.0060115378350019955,0.006229713186621716,0.00027894710377906876,0.5375,0.0300985630601645,121.0,279.0,0.0384297520661157,279.0,1.0,0.0,4.611570358276367,1.3197287321090698,4.611570358276367,1.3197287321090698,135.665283203125,51.50126266479492
Test,randomness_0.6406,1,0.016977660357952118,,-0.0059847674533289805,0.0059847674533289805,0.0059847674533289805,0.0002217599150109876,0.6406,0.0229624278112811,121.0,267.0,0.03677685950413223,267.0,1.0,0.0,4.4132232666015625,1.302695393562317,4.4132232666015625,1.302695393562317,136.5519561767578,50.77366256713867
Test,randomness_0.7738,1,0.01715756133198738,,-0.005979033308036421,0.005979033308036421,0.005979033308036421,0.0004595069503225038,0.7738,0.0231365946400238,121.0,267.0,0.03677685950413223,267.0,1.0,0.0,4.4132232666015625,1.3886756896972656,4.4132232666015625,1.3886756896972656,135.36097717285156,51.37855529785156
Test,randomness_0.3824,1,0.03457327112555504,,-0.005845324695110357,0.005845324695110357,0.005845324695110357,0.0005881916291038398,0.3824,0.0404185958206654,121.0,294.0,0.04049586776859504,294.0,1.0,0.0,4.859504222869873,1.3805363178253174,4.859504222869873,1.3805363178253174,136.3014373779297,50.503597259521484
Test,randomness_0.6707,1,0.018936116248369217,,0.005795933958143018,0.005795933958143018,0.005795933958143018,0.00038115213764604197,0.6707,0.0131401822902262,121.0,271.0,0.03732782369146005,271.0,1.0,0.0,4.479338645935059,1.3612048625946045,4.479338645935059,1.3612048625946045,137.34864807128906,49.20140838623047
Test,randomness_0.6176,3,0.019785427674651145,0.00014101120486953545,-0.005789629742503154,0.005789629742503154,0.005945442244410501,0.00043139021397455354,0.6176,0.0255750574171543,121.0,269.0,0.03705234159779614,269.0,1.0,0.0,4.4462809562683105,1.4021849632263184,4.4462809562683105,1.4021849632263184,137.08326721191406,51.00048065185547
Test,randomness_0.7798,1,0.01882850006222725,,-0.005725593678653249,0.005725593678653249,0.005725593678653249,0.0007634266394988071,0.7798,0.0245540937408805,121.0,266.0,0.03663911845730027,266.0,1.0,0.0,4.396694183349609,1.6235830783843994,4.396694183349609,1.6235830783843994,136.4870147705078,49.868263244628906
Test,randomness_0.7548,1,0.013244607858359814,,0.005712902766180514,0.005712902766180514,0.005712902766180514,0.0002845665740601376,0.7548,0.0075317050921793,121.0,260.0,0.03581267217630854,260.0,1.0,0.0,4.297520637512207,1.3584423065185547,4.297520637512207,1.3584423065185547,136.19960021972656,50.93349838256836
Test,randomness_0.7968,1,0.007877837121486663,,-0.005632261154416236,0.005632261154416236,0.005632261154416236,0.00034951129046808014,0.7968,0.0135100982759029,121.0,248.0,0.03415977961432507,248.0,1.0,0.0,4.099173545837402,1.4793620109558105,4.099173545837402,1.4793620109558105,136.57557678222656,51.34269332885742
Test,randomness_0.6557,1,0.0165799081325531,,-0.0056300761353251,0.0056300761353251,0.0056300761353251,0.0008567965364931066,0.6557,0.0222099842678782,121.0,263.0,0.03622589531680441,263.0,1.0,0.0,4.347107410430908,1.3092849254608154,4.347107410430908,1.3092849254608154,136.85304260253906,51.00786209106445
