Variant,Uses_Domain_Weights,Seed,OOD_Fraction,Validation_Fraction,Weight_Strength,Epochs_Completed,Best_Epoch,Best_Validation_Loss,Train_RMSE,Train_MAE,Train_R2,Validation_RMSE,Validation_MAE,Validation_R2,OOD_Holdout_RMSE,OOD_Holdout_MAE,OOD_Holdout_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Train_Bias,Validation_Bias,OOD_Holdout_Bias,Prediction_Bias
control,False,202,0.1,0.1,0.0,310,10,0.047970196157693865,0.002846530927340087,0.002270981902256608,0.9459778070449829,0.0026823507907273,0.002151915803551674,0.9483345150947571,0.0024570008938314047,0.0020799082703888416,0.35701239109039307,0.0029245811095443526,0.002471424639225006,0.4707343578338623,-7.682895375182852e-05,0.00019341912411618978,3.4488217352190986e-05,-0.0017874378245323896
