,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00014054856728762388,0.01185531810149453,0.010578416287899017,368.7792053222656,108989.4375,0.04840564727783203
Validation,0.00014676220598630607,0.012114545224081095,0.01055010873824358,5590.287109375,535943.25,0.06302517652511597
Test,0.00016194973431993276,0.012725947285759624,0.011454528197646141,6207.81005859375,592162.4375,0.053825438022613525
