,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,8.194851943699177e-06,0.0028626651819063957,0.002291075885295868,108.07665252685547,26238.390625,0.9453637003898621,-0.00027782152756117284
Validation,7.064657893351978e-06,0.002657942417237811,0.0021421262063086033,18.298707962036133,362.24609375,0.9492705464363098,-1.5036221157060936e-05
OOD_Holdout,6.289440079854103e-06,0.0025078756109213436,0.0021003736183047295,5.709522724151611,15.909917831420898,0.33010923862457275,-0.0005485453875735402
Prediction,1.0319457032892387e-05,0.0032123911705912137,0.0028084428049623966,7.731865882873535,18.148056030273438,0.3614377975463867,-0.0022906563244760036
