Variant,Uses_Domain_Weights,Seed,OOD_Fraction,Validation_Fraction,Weight_Strength,Epochs_Completed,Best_Epoch,Best_Validation_Loss,Train_RMSE,Train_MAE,Train_R2,Validation_RMSE,Validation_MAE,Validation_R2,OOD_Holdout_RMSE,OOD_Holdout_MAE,OOD_Holdout_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Train_Bias,Validation_Bias,OOD_Holdout_Bias,Prediction_Bias
domain_weighted,True,202,0.1,0.1,2.0,312,12,0.04710115373134613,0.0028626651819063957,0.002291075885295868,0.9453637003898621,0.002657942417237811,0.0021421262063086033,0.9492705464363098,0.0025078756109213436,0.0021003736183047295,0.33010923862457275,0.0032123911705912137,0.0028084428049623966,0.3614377975463867,-0.00027782152756117284,-1.5036221157060936e-05,-0.0005485453875735402,-0.0022906563244760036
