,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00012632791185751557,0.011239569024545183,0.009912836365401745,402.5528869628906,132699.40625,0.1446877121925354
Validation,0.0001360167225357145,0.011662620740456002,0.010082555003464222,5308.31103515625,508349.28125,0.13162761926651
Test,0.00014679889136459678,0.012116059234115554,0.010834582149982452,7463.99951171875,716874.5625,0.14234262704849243
