Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Output_Dir
GCN-3 Residual Narrow LR Retune,gcn3_residual,11,9,12,900,0.05912698678672314,0.003011149445462869,0.0023793657310307026,0.9362457394599915,0.0029312800943923027,0.0023653905373066664,0.9399514198303223,0.002986195054119959,0.002574537880718708,0.44819873571395874,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_residual_narrow_lr_retune_multi_seed/run_20260703_133147/per_model/gcn3_residual/run_20260703_134748
GCN-3 Residual Narrow LR Retune,gcn3_residual,42,9,12,900,0.06479433596134186,0.00309354058982012,0.0025024127680808306,0.9389022588729858,0.0028137783742298583,0.0021589044481515884,0.9537436962127686,0.0029539916859440555,0.0025095860473811626,0.46003592014312744,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_residual_narrow_lr_retune_multi_seed/run_20260703_133147/per_model/gcn3_residual/run_20260703_140308
GCN-3 Residual Narrow LR Retune,gcn3_residual,73,9,12,900,0.0547382515668869,0.0028858474760244095,0.002455094363540411,0.9445996880531311,0.002882559935343893,0.0022756410762667656,0.9424017667770386,0.002835216162360252,0.002234659856185317,0.5025851726531982,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_residual_narrow_lr_retune_multi_seed/run_20260703_133147/per_model/gcn3_residual/run_20260703_141803
GCN-3 Residual Narrow LR Retune,gcn3_residual,101,9,12,900,0.05652084544301033,0.002881110246593247,0.002258884720504284,0.9531997442245483,0.0027601908265230614,0.002191380364820361,0.9502173066139221,0.002532178348440345,0.0020535860676318407,0.6032335758209229,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_residual_narrow_lr_retune_multi_seed/run_20260703_133147/per_model/gcn3_residual/run_20260703_143242
GCN-3 Residual Narrow LR Retune,gcn3_residual,202,9,12,900,0.06620060086250305,0.0031637706696055995,0.0025868338998407125,0.930031955242157,0.0032443027492968252,0.002659831428900361,0.9338091611862183,0.003245930952444127,0.0028394064866006374,0.3480340242385864,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_residual_narrow_lr_retune_multi_seed/run_20260703_133147/per_model/gcn3_residual/run_20260703_144723
