Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-2 Control (Best Prior),gcn2_control,101,9,12,900,0.05656513325870037,0.002882238879609336,0.002267052885144949,0.9531630873680115,0.0027581557168232127,0.002160079078748822,0.9502906799316406,0.0027297725817630723,0.002282471163198352,0.5388955473899841
