Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,11,42,9,12,mse,0.75,350,123,0.06412478685379028,0.0030775152938632227,0.0023595693055540323,0.9395335912704468,0.0028853022030990655,0.0022969290148466825,0.9513622522354126,0.003057791883761295,0.0027243534568697214,0.4214215874671936
