,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,1.828811946325004e-05,0.004276461091048303,0.0033466622699052095,94.32152557373047,31209.0390625,0.8761789798736572
Validation,2.4692224542377517e-05,0.004969127140894819,0.003817303804680705,192.66775512695312,13163.76171875,0.8423572778701782
Test,1.4578394257114269e-05,0.0038181663474911973,0.0030025197193026543,350.4564208984375,25609.966796875,0.9148272275924683
