Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual Huber,gcn3_residual,73,9,12,huber,0.75,900,0.03542492777109146,0.0028433351530783475,0.0023874519392848015,0.9462199211120605,0.002880510875112602,0.0023297187872231007,0.94248366355896,0.003046684369260323,0.002586152171716094,0.42561739683151245
