,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.263906470849179e-06,0.0025027797487691917,0.002008019248023629,105.45318603515625,44120.25,0.9588291645050049
Validation,8.084554792731069e-06,0.0028433351530783475,0.0023874519392848015,18.12226676940918,191.43600463867188,0.9462199211120605
Test,8.297342901641969e-06,0.002880510875112602,0.0023297187872231007,1650.1585693359375,159771.796875,0.94248366355896
