,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,8.148682354658376e-06,0.0028545896998795426,0.0022809994406998158,127.9814453125,34876.0390625,0.9456714987754822,2.7894708182429895e-05
Validation,7.4896547630487476e-06,0.002736723362535707,0.0022031667176634073,18.654664993286133,379.21490478515625,0.946218729019165,0.0003144928195979446
OOD_Holdout,5.81696440349333e-06,0.0024118383866862493,0.002045959932729602,5.6530256271362305,17.598520278930664,0.38043278455734253,8.713278657523915e-05
Prediction,8.425558007729705e-06,0.0029026811756942415,0.0024519958533346653,6.850284099578857,17.153900146484375,0.4786311984062195,-0.0017093786736950278
