Variant,Uses_Domain_Weights,Seed,OOD_Fraction,Validation_Fraction,Weight_Strength,Epochs_Completed,Best_Epoch,Best_Validation_Loss,Train_RMSE,Train_MAE,Train_R2,Validation_RMSE,Validation_MAE,Validation_R2,OOD_Holdout_RMSE,OOD_Holdout_MAE,OOD_Holdout_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Train_Bias,Validation_Bias,OOD_Holdout_Bias,Prediction_Bias
domain_weighted,True,42,0.1,0.1,2.0,308,8,0.04993466570973396,0.0028545896998795426,0.0022809994406998158,0.9456714987754822,0.002736723362535707,0.0022031667176634073,0.946218729019165,0.0024118383866862493,0.002045959932729602,0.38043278455734253,0.0029026811756942415,0.0024519958533346653,0.4786311984062195,2.7894708182429895e-05,0.0003144928195979446,8.713278657523915e-05,-0.0017093786736950278
