node_id,x,y
0,0.0,0.0
1,0.0,34.279764
2,0.0,69.620894
3,0.0,104.310899
4,0.0,138.988531
5,0.0,173.097946
6,0.0,208.140903
7,0.0,242.438879
8,0.0,277.518869
9,0.0,311.887583
10,0.0,346.410162
11,29.677495,294.525028
12,29.691815,225.370251
13,29.705349,190.568449
14,29.807999,156.115464
15,29.865259,52.217347
16,29.887205,329.016944
17,29.99846,260.183173
18,30.299405,121.688901
19,30.35483,363.73067
20,30.361757,86.691016
21,30.44596,17.320508
22,59.784635,208.120332
23,59.91253,276.836831
24,59.973596,173.177778
25,60.08923,242.736039
26,60.09016,34.464321
27,60.147921,138.981077
28,60.184454,311.992006
29,60.193308,346.410162
30,60.204351,0.0
31,60.363367,69.514
32,60.393307,104.029797
33,89.542696,294.678451
34,89.604484,52.063322
35,89.779836,259.649835
36,89.946903,86.313733
37,89.984897,224.900034
38,90.139541,363.73067
39,90.151057,329.162522
40,90.286928,17.320508
41,90.351908,190.557086
42,90.356651,155.953226
43,90.436763,121.24279
44,119.579791,312.065664
45,119.652285,208.115688
46,119.673791,69.017855
47,119.742462,103.902211
48,119.925137,138.844111
49,119.980577,173.174428
50,120.016885,277.013246
51,120.022457,346.410162
52,120.110467,242.178587
53,120.138159,34.463381
54,120.326181,0.0
55,149.745589,363.73067
56,149.746428,225.558649
57,149.775456,190.176354
58,149.778566,52.200873
59,149.898371,329.474416
60,150.002952,86.885189
61,150.107364,260.221591
62,150.159703,121.383926
63,150.244205,294.442314
64,150.428949,155.780963
65,150.458001,17.320508
66,179.642138,346.410162
67,179.696249,138.739904
68,179.746882,172.928613
69,179.835378,0.0
70,179.971215,277.450575
71,180.15887,69.691873
72,180.214044,207.777153
73,180.223276,103.779332
74,180.309116,242.359976
75,180.328689,311.349295
76,180.354693,34.210409
77,209.558048,225.353685
78,209.679902,363.73067
79,209.725933,190.760577
80,209.771586,121.531027
81,209.998052,294.30494
82,210.039349,17.320508
83,210.158798,329.222135
84,210.226478,156.18218
85,210.262929,51.575133
86,210.264282,259.399849
87,210.344489,86.793905
88,239.641541,34.941454
89,239.707074,346.410162
90,239.761703,68.861368
91,239.77977,0.0
92,239.816338,207.950774
93,239.926881,242.771764
94,239.982917,138.694601
95,240.137065,103.520693
96,240.161323,173.497427
97,240.273671,311.522433
98,240.350557,276.766878
99,269.713406,260.110977
100,269.764345,190.131055
101,269.802419,155.977831
102,269.8853,294.693731
103,269.955799,86.566476
104,270.001936,17.320508
105,270.059592,225.293269
106,270.355977,51.575331
107,270.364962,121.425873
108,270.405054,329.100498
109,270.417285,363.73067
110,300.0,0.0
111,300.0,34.432519
112,300.0,69.018102
113,300.0,103.749582
114,300.0,138.440516
115,300.0,172.942622
116,300.0,207.513541
117,300.0,242.20236
118,300.0,277.066655
119,300.0,311.707866
120,300.0,346.410162
