Architecture,Architecture_Key,Member_Count,Member_Seeds,Split_Seed,Hidden_Dim,Dropout,Weight_Decay,LR_Phase1,LR_Phase2,Loss_Name,Huber_Beta,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Ensemble,gcn3,5,"11,42,73,101,202",42,24,0.1,1e-05,0.003,0.0005,mse,0.75,0.0030664689906024388,0.002401492092758417,0.9399669170379639,0.0027590856126364165,0.0021838690154254436,0.9555244445800781,0.003016639648122519,0.00253897812217474,0.43689000606536865
