,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Validation,9.40323207032634e-06,0.0030664689906024388,0.002401492092758417,186.52740478515625,15373.1494140625,0.9399669170379639
Test,7.612553417857271e-06,0.0027590856126364165,0.0021838690154254436,532.6212158203125,49528.5,0.9555244445800781
Prediction,9.100114766624756e-06,0.003016639648122519,0.00253897812217474,7.0751237869262695,18.006746292114258,0.43689000606536865
