Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Output_Dir
GCN-3,gcn3,11,11,9,12,mse,0.75,310,10,0.058492362424731256,0.0029949464336323176,0.002368586603552103,0.9369300603866577,0.002928996066616436,0.0023470900487154722,0.9400449991226196,0.0030421582876202793,0.002696534153074026,0.4273226857185364,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_11/per_model/member_seed_11
GCN-3,gcn3,42,11,9,12,mse,0.75,309,9,0.0574884944409132,0.002969134917380844,0.0023934219498187304,0.9380124807357788,0.0029670880183092756,0.002366420114412904,0.9384754300117493,0.00299275065531997,0.0024706320837140083,0.4457733631134033,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_11/per_model/member_seed_42
GCN-3,gcn3,73,11,9,12,mse,0.75,316,16,0.0589838719367981,0.003007503096549954,0.0024210158735513687,0.9364000558853149,0.00298098241901053,0.002373618306592107,0.9378978610038757,0.0030066713579800855,0.0025951156858354807,0.44060540199279785,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_11/per_model/member_seed_73
GCN-3,gcn3,101,11,9,12,mse,0.75,315,15,0.05650914594531059,0.002943735880727956,0.002347564324736595,0.9390684366226196,0.0029633352785403953,0.0023313453420996666,0.9386309385299683,0.0028048010754094486,0.0023885047994554043,0.513200044631958,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_11/per_model/member_seed_101
GCN-3,gcn3,202,11,9,12,mse,0.75,310,10,0.059345395043492316,0.003016705674291765,0.002405077451840043,0.9360102415084839,0.002992038230664207,0.0023775717709213495,0.9374363422393799,0.003013793269804383,0.0026069236919283867,0.4379521608352661,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_11/per_model/member_seed_202
