,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Validation,8.815452929411549e-06,0.002969082843137178,0.0023763568606227636,37.196327209472656,1494.031494140625,0.9380146265029907
Test,8.692275514476933e-06,0.002948266527042108,0.002341942861676216,52.93106460571289,1949.927490234375,0.9392534494400024
Prediction,8.759550837567076e-06,0.0029596538374558395,0.0025515418965369463,7.106303691864014,16.88433265686035,0.45796388387680054
