Architecture,Architecture_Key,Member_Count,Member_Seeds,Split_Seed,Hidden_Dim,Dropout,Weight_Decay,LR_Phase1,LR_Phase2,Loss_Name,Huber_Beta,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Ensemble,gcn3,5,"11,42,73,101,202",11,24,0.1,1e-05,0.003,0.0005,mse,0.75,0.002969082843137178,0.0023763568606227636,0.9380146265029907,0.002948266527042108,0.002341942861676216,0.9392534494400024,0.0029596538374558395,0.0025515418965369463,0.45796388387680054
