node_id,x,y
0,0.0,0.0
1,0.0,31.571074
2,0.0,72.711402
3,0.0,103.249099
4,0.0,142.186108
5,0.0,176.065442
6,0.0,210.390129
7,0.0,239.134209
8,0.0,279.985257
9,0.0,312.619668
10,0.0,346.410162
11,27.070875,154.366107
12,27.716484,117.634152
13,27.808792,256.308654
14,28.603396,226.050964
15,29.613433,329.1775
16,29.661821,50.506224
17,30.749948,190.021702
18,31.623026,363.73067
19,32.576227,17.320508
20,32.599139,292.17952
21,33.126852,89.362158
22,57.030518,279.211745
23,59.251557,174.184719
24,60.146679,0.0
25,61.178324,106.360882
26,61.789675,31.184071
27,61.866994,206.306202
28,62.049175,346.410162
29,62.071085,308.954067
30,62.824252,69.396254
31,62.830804,242.17983
32,62.901785,138.014422
33,86.246762,52.758317
34,87.802239,294.114942
35,88.316067,259.000688
36,89.20733,223.04078
37,89.455995,86.269368
38,89.880091,363.73067
39,90.29524,156.318319
40,91.515909,17.320508
41,91.776474,328.050902
42,93.245604,187.900877
43,93.686493,123.568331
44,117.789481,346.410162
45,118.45823,36.801175
46,118.870597,313.293627
47,118.932064,279.305513
48,119.688282,137.842361
49,119.790977,209.495406
50,121.419985,100.523951
51,123.04406,240.490964
52,123.266298,175.856865
53,123.600818,66.956123
54,123.627939,0.0
55,146.861743,190.101026
56,147.376529,328.560734
57,149.132497,158.680255
58,149.209551,17.320508
59,149.280646,88.841113
60,149.736859,297.228919
61,150.639541,260.275221
62,151.405341,122.181334
63,152.782352,55.353067
64,152.89657,363.73067
65,153.457385,225.313758
66,176.272265,174.115272
67,176.312036,346.410162
68,176.334537,102.828452
69,176.847003,0.0
70,180.028959,243.48572
71,180.617535,72.318497
72,181.763062,312.7264
73,181.776883,140.739762
74,181.827547,208.881051
75,183.078765,279.964969
76,183.280307,34.858408
77,207.83967,86.09756
78,208.485121,331.741026
79,209.009796,121.292591
80,209.20084,193.450666
81,209.385202,17.320508
82,210.622175,157.7922
83,210.760028,48.505382
84,211.225006,226.2656
85,212.139118,297.878914
86,213.100327,262.187877
87,213.743054,363.73067
88,236.577413,205.497902
89,237.813469,310.561728
90,240.028015,243.333434
91,240.286627,0.0
92,240.394097,173.124011
93,240.401131,105.111328
94,242.489695,280.077927
95,242.794536,34.543826
96,243.28885,346.410162
97,243.592825,135.691198
98,243.605507,70.554136
99,266.269502,123.11127
100,267.544643,49.35713
101,267.647135,256.848528
102,267.651573,17.320508
103,267.994554,297.682899
104,268.877446,152.907556
105,269.230667,89.134767
106,269.367001,226.460725
107,271.794074,190.743025
108,272.575827,327.187432
109,273.189658,363.73067
110,300.0,0.0
111,300.0,34.583954
112,300.0,66.798826
113,300.0,103.57974
114,300.0,138.893713
115,300.0,171.218758
116,300.0,207.334777
117,300.0,242.609675
118,300.0,276.801074
119,300.0,310.717556
120,300.0,346.410162
