Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Output_Dir
GCN-3,gcn3,11,202,9,12,mse,0.75,331,31,0.0653916922211647,0.003144381945844309,0.0025691529735922813,0.9308869242668152,0.00312218814312194,0.002493452513590455,0.9386981725692749,0.0029352580323258356,0.0025075674057006836,0.46686285734176636,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_202/per_model/member_seed_11
GCN-3,gcn3,42,202,9,12,mse,0.75,325,25,0.0642458027601242,0.003116710385669065,0.002566229784861207,0.9320980310440063,0.0031475084244932993,0.0025624465197324753,0.9376998543739319,0.0030728784987521466,0.002706472761929035,0.4156983494758606,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_202/per_model/member_seed_42
GCN-3,gcn3,73,202,9,12,mse,0.75,317,17,0.06601337283849716,0.003159294010732997,0.0026085590943694115,0.9302298426628113,0.003117858747671191,0.0024691626895219088,0.9388680458068848,0.0032203450865287754,0.002734029432758689,0.3582717180252075,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_202/per_model/member_seed_73
GCN-3,gcn3,101,202,9,12,mse,0.75,336,36,0.06603448867797851,0.003159799198154308,0.002559033688157797,0.9302074909210205,0.003163582082514683,0.002552604302763939,0.9370619058609009,0.003004884005164104,0.002557420637458563,0.44127023220062256,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_202/per_model/member_seed_101
GCN-3,gcn3,202,202,9,12,mse,0.75,350,55,0.06602381229400635,0.0031595437359784972,0.0026044384576380253,0.9302188158035278,0.003246743977477117,0.0026153260841965675,0.9337095022201538,0.0029375009664847967,0.0024591474793851376,0.4660477638244629,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_ensemble_multi_split/run_resumable_v1/per_split/split_seed_202/per_model/member_seed_202
