Seed,Dataset,Sample_ID,Control_Absolute_Error,Weighted_Absolute_Error,Absolute_Error_Reduction,Weighted_Improved
11,Train,randomness_0.9720,0.0019542640075087547,0.0019916612654924393,-3.739725798368454e-05,False
11,Train,randomness_0.9730,0.002537917345762253,0.002555113285779953,-1.7195940017700195e-05,False
11,Train,randomness_0.9740,0.0032935403287410736,0.0031601302325725555,0.00013341009616851807,True
11,Train,randomness_0.9750,0.0014146864414215088,0.0013869758695363998,2.7710571885108948e-05,True
11,Train,randomness_0.9760,0.0028956225141882896,0.0027366243302822113,0.00015899818390607834,True
11,Train,randomness_0.9770,0.00255558080971241,0.002506820484995842,4.876032471656799e-05,True
11,Train,randomness_0.9780,0.0008519627153873444,0.0006503425538539886,0.0002016201615333557,True
11,Train,randomness_0.9790,0.00023439712822437286,0.0005327034741640091,-0.00029830634593963623,False
11,Train,randomness_0.9800,0.0019876922015100718,0.0018838143441826105,0.00010387785732746124,True
11,Train,randomness_0.9810,0.0007420927286148071,0.000695718452334404,4.637427628040314e-05,True
11,Train,randomness_0.9820,0.0017419317737221718,0.001536581665277481,0.0002053501084446907,True
11,Train,randomness_0.9830,0.004485451616346836,0.004583216272294521,-9.776465594768524e-05,False
11,Train,randomness_0.9840,0.006547803059220314,0.006451599299907684,9.62037593126297e-05,True
11,Train,randomness_0.9850,0.00024037063121795654,0.0006098710000514984,-0.00036950036883354187,False
11,Train,randomness_0.9860,0.0027267970144748688,0.003049435093998909,-0.0003226380795240402,False
11,Train,randomness_0.9870,0.0022178106009960175,0.00248679518699646,-0.0002689845860004425,False
11,Train,randomness_0.9880,0.0062129138968884945,0.006171081680804491,4.183221608400345e-05,True
11,Train,randomness_0.9890,0.004107987508177757,0.00428866408765316,-0.00018067657947540283,False
11,Train,randomness_0.9900,0.0012212656438350677,0.0013011954724788666,-7.992982864379883e-05,False
11,Train,randomness_0.9910,0.00048427097499370575,0.0006808489561080933,-0.0001965779811143875,False
11,Train,randomness_0.9920,0.00047844465007074177,0.00018247778643853962,0.00029596686363220215,True
11,Train,randomness_0.9930,0.0007769837975502014,0.0008935742080211639,-0.00011659041047096252,False
11,Train,randomness_0.9940,0.002712744753807783,0.0028556357137858868,-0.00014289095997810364,False
11,Train,randomness_0.9950,0.004088485613465309,0.004433773458003998,-0.00034528784453868866,False
11,Train,randomness_0.9960,0.0009338725358247757,0.0009134616702795029,2.0410865545272827e-05,True
11,Train,randomness_0.9970,0.00039614737033843994,0.00040644221007823944,-1.02948397397995e-05,False
11,Train,randomness_0.9980,0.0022296980023384094,0.0024923477321863174,-0.000262649729847908,False
11,Train,randomness_0.9990,0.0033183603081852198,0.0034788905177265406,-0.0001605302095413208,False
