,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,7.423361694236519e-06,0.002724584682889581,0.002166853751987219,129.50570678710938,75894.515625,0.9505073428153992,5.7852921599987894e-06
Validation,7.756643753964454e-06,0.002785075179230258,0.002244745846837759,19.845129013061523,406.7422790527344,0.9443015456199646,0.00030229106778278947
Adaptation_Train,7.004679446254158e-06,0.0026466354955403584,0.0022845950443297625,6.431413173675537,17.77187728881836,0.3488069772720337,0.00011231214739382267
Adaptation_Validation,4.709948370873462e-06,0.0021702415466655924,0.0018657076871022582,4.875392436981201,9.081074714660645,0.25160688161849976,-0.0007465373491868377
OOD_Evaluation,5.1911988521169405e-06,0.002278420253622439,0.0019382520113140345,5.256763458251953,15.441863059997559,0.37306350469589233,-0.00021162722259759903
Prediction,8.90241062734276e-06,0.0029836907727414986,0.002567549701780081,7.135782241821289,17.161195755004883,0.4491238594055176,-0.001920072128996253
