Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,73,11,9,12,mse,0.75,316,16,0.0589838719367981,0.003007503096549954,0.0024210158735513687,0.9364000558853149,0.00298098241901053,0.002373618306592107,0.9378978610038757,0.0030066713579800855,0.0025951156858354807,0.44060540199279785
