Architecture,Architecture_Key,Member_Count,Member_Seeds,Split_Seed,Hidden_Dim,Dropout,Weight_Decay,LR_Phase1,LR_Phase2,Loss_Name,Huber_Beta,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Ensemble,gcn3,5,"11,42,73,101,202",42,24,0.1,1e-05,0.003,0.0005,mse,0.75,0.003016727531951782,0.0023118951357901096,0.9418987035751343,0.0028249922758167654,0.002242396818473935,0.9533742666244507,0.003045343871054294,0.0026434229221194983,0.4261227250099182
