Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,11,42,9,12,mse,0.75,900,0.064570854306221,0.003088200947097383,0.0024100227747112513,0.9391129612922668,0.002749300892515796,0.002167295664548874,0.9558393359184265,0.003125784796837849,0.002598345512524247,0.3954050540924072
