,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,8.151773727149703e-06,0.002855131122584338,0.002281428314745426,128.5419464111328,35715.69140625,0.9456508755683899,2.7142423277837224e-05
Validation,7.4706576924654655e-06,0.0027332503896396803,0.002201874740421772,18.627464294433594,376.93634033203125,0.9463551640510559,0.0003112411068286747
OOD_Holdout,5.821485046908492e-06,0.002412775382605785,0.002046649344265461,5.654635429382324,17.5921688079834,0.3799513578414917,8.555442036595196e-05
Prediction,8.424653060501441e-06,0.002902525290243212,0.002451905282214284,6.849441051483154,17.154207229614258,0.47868722677230835,-0.0017084176652133465
