Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,73,42,9,12,mse,0.75,900,44,0.06467620968818664,0.003090719274619713,0.0023669276852160692,0.9390136003494263,0.0028843978630043827,0.0022679411340504885,0.9513927102088928,0.003321086152662143,0.0029393683653324842,0.317493736743927
