,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2,Bias
Train,8.173640708264429e-06,0.002858957975952852,0.002272474579513073,103.76451873779297,28474.005859375,0.9455050826072693,-0.0002734172740019858
Validation,7.268031367857475e-06,0.002695928665201933,0.0021862881258130074,19.098360061645508,417.2652282714844,0.947810173034668,-2.5812229068833403e-05
OOD_Holdout,6.194677553139627e-06,0.002488910917075906,0.0021199272014200687,5.881729602813721,19.693960189819336,0.3402024507522583,0.00021850205666851252
Prediction,8.650850759295281e-06,0.002941232863833682,0.002465139841660857,6.8668212890625,17.636323928833008,0.4646902084350586,-0.0017908943118527532
