Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Epoch,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,202,42,9,12,mse,0.75,900,37,0.06289813548326492,0.003047938490089469,0.0023402126971632242,0.940690279006958,0.002904158303581629,0.0023025544360280037,0.9507244229316711,0.002942921505734081,0.002398862736299634,0.46407538652420044
