,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00013702447176910937,0.011705745246207495,0.010494505986571312,373.6767883300781,119540.140625,0.07226592302322388
Validation,0.00014040846144780517,0.011849407641220095,0.01038124319165945,5075.81982421875,486212.15625,0.10358947515487671
Test,0.00015878520207479596,0.012601000042647248,0.011379149742424488,6836.6025390625,655673.3125,0.07231384515762329
