,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,7.63988555263495e-06,0.0027640342893377697,0.002234477549791336,34.42591094970703,4506.87939453125,0.9482735991477966
Validation,9.541436156723648e-06,0.0030889215200007344,0.0024764013942331076,216.04623413085938,18224.3125,0.939084529876709
Test,7.852364433347248e-06,0.0028022070646808468,0.0021694640163332224,573.2888793945312,53500.43359375,0.9541233777999878
