Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,42,42,9,12,mse,0.75,900,0.0645851218700409,0.0030885419665891665,0.0024813958443701267,0.9390995502471924,0.00277342182723968,0.0021783318370580673,0.9550610780715942,0.0029856812063793286,0.0024558466393500566,0.44838857650756836
