,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.696021955576725e-06,0.0025876672806944725,0.0020600566640496254,58.5854377746582,15954.009765625,0.9559890031814575
Validation,8.058835192059632e-06,0.002838808762854524,0.0023570649791508913,17.39969253540039,171.93214416503906,0.9463909864425659
Test,8.50367359817028e-06,0.0029161058962545033,0.0023984715808182955,932.3493041992188,89361.1953125,0.9410533905029297
