Variant,Uses_Domain_Weights,Seed,OOD_Fraction,Validation_Fraction,Weight_Strength,Epochs_Completed,Best_Epoch,Best_Validation_Loss,Train_RMSE,Train_MAE,Train_R2,Validation_RMSE,Validation_MAE,Validation_R2,OOD_Holdout_RMSE,OOD_Holdout_MAE,OOD_Holdout_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Train_Bias,Validation_Bias,OOD_Holdout_Bias,Prediction_Bias
control,False,101,0.1,0.1,0.0,306,6,0.04883412830531597,0.0028545463688823647,0.002268895274028182,0.9456731677055359,0.0027063972402717362,0.002181687857955694,0.9474040269851685,0.0025452394590656,0.002133046742528677,0.3099997043609619,0.002776363132358032,0.002225116826593876,0.523021399974823,-1.1010310117853805e-05,0.00021098327124491334,0.0005637332214973867,-0.0014317028690129519
