Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,202,9,12,900,0.06424058631062507,0.003116583736519247,0.002601329004392028,0.9321035146713257,0.003232721866022643,0.002612696960568428,0.9342808723449707,0.0030204183009534665,0.002572491532191634,0.4354783892631531
