Comparison,Seed,OOD_Fraction,Validation_Fraction,Weight_Strength,Epochs_Completed,Best_Epoch,Best_Validation_Loss,Train_RMSE,Train_MAE,Train_R2,Validation_RMSE,Validation_MAE,Validation_R2,OOD_Holdout_RMSE,OOD_Holdout_MAE,OOD_Holdout_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Train_Bias,Validation_Bias,OOD_Holdout_Bias,Prediction_Bias
domain_weighted_minus_control,0.0,0.0,0.0,2.0,-12.0,-12.0,-0.001368282884359362,8.365340178674444e-05,8.795130997896194e-05,-0.003137528896331787,-3.724146749760739e-05,-7.154792547225952e-05,0.0014736652374267578,-6.79839592611065e-05,-7.396633736789227e-05,0.03542047739028931,-0.0002671193609135132,-0.00020921346731483936,0.10037320852279663,0.00045610073357238434,0.00044853048166260123,-4.0837265260051936e-05,0.00022087874822318554
