Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2,Output_Dir
GCN-3 Residual Narrow LR Retune,gcn3_residual,42,9,12,900,0.06479433596134186,0.00309354058982012,0.0025024127680808306,0.9389022588729858,0.0028137783742298583,0.0021589044481515884,0.9537436962127686,0.0029539916859440555,0.0025095860473811626,0.46003592014312744,/content/drive/MyDrive/gnn_prototype_outputs/gcn3_residual_narrow_lr_retune/run_20260703_130204/per_model/gcn3_residual/run_20260703_131732
