Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual Huber,gcn3_residual,11,9,12,huber,0.75,900,0.039488518703728916,0.0030138420064606685,0.0023713354021310806,0.9361317157745361,0.002952101272596799,0.0023817867040634155,0.9390953779220581,0.002987321280605673,0.0026356205344200134,0.44778239727020264
