,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00013156798377167434,0.011470308791470017,0.010256528854370117,382.4948425292969,125443.796875,0.10920941829681396
Validation,0.00013651125482283533,0.011683803097572098,0.010205880738794804,5027.67822265625,481376.8125,0.12847036123275757
Test,0.00015280730440281332,0.012361525164914454,0.011152182705700397,7061.47705078125,677978.5625,0.10723906755447388
