,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00014054856728762388,0.01185531810149453,0.010578415356576443,368.7804260253906,108990.0546875,0.04840570688247681
Validation,0.00014676214777864516,0.012114542821693485,0.01055010873824358,5590.31640625,535946.25,0.0630255937576294
Test,0.00016194979252759367,0.012725949572727125,0.01145453006029129,6207.80126953125,592161.5,0.05382513999938965
