,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00013882576604373753,0.011782434639909424,0.010545946657657623,376.5920715332031,116371.8046875,0.060070037841796875
Validation,0.00014404220564756542,0.01200175843981062,0.010492860339581966,5399.353515625,517594.59375,0.08039051294326782
Test,0.00016068326658569276,0.012676090350959667,0.011433916166424751,6731.5732421875,644480.8125,0.06122463941574097
