Architecture,Architecture_Key,Seed,Split_Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3,gcn3,73,42,9,12,mse,0.75,900,0.06528719514608383,0.003105283659878823,0.0024199923500418663,0.9384375214576721,0.002830791812345766,0.00223149242810905,0.9531826376914978,0.0030022682332743918,0.002521481132134795,0.4422426223754883
