Comparison,Base_Train_Count,Adaptation_Train_Count,Adaptation_Repeats,Best_Epoch,Epochs_Completed,Train_RMSE,Train_MAE,Train_R2,Train_Bias,Validation_RMSE,Validation_MAE,Validation_R2,Validation_Bias,Adaptation_Train_RMSE,Adaptation_Train_MAE,Adaptation_Train_R2,Adaptation_Train_Bias,Adaptation_Validation_RMSE,Adaptation_Validation_MAE,Adaptation_Validation_R2,Adaptation_Validation_Bias,OOD_Evaluation_RMSE,OOD_Evaluation_MAE,OOD_Evaluation_R2,OOD_Evaluation_Bias,Prediction_RMSE,Prediction_MAE,Prediction_R2,Prediction_Bias
domain_adapted_minus_control,0.0,40.0,4.0,-17.0,-287.0,-4.404256443037635e-05,-2.3715896531939507e-05,0.001613020896911621,0.0004547911557892803,1.5491340232002583e-05,-2.8169946745038033e-05,-0.0006179213523864746,0.000457986825495027,-0.00010155456255480548,-9.371736086905003e-05,0.050932884216308594,-0.00021434033988043666,-1.6343791152113266e-05,-0.00010952015873044729,0.011314570903778076,-7.534434553235769e-05,-2.0819004031473985e-05,-2.1028099581599236e-06,0.011509537696838379,-0.00018211424321634695,-0.00019080038467583164,-0.00011650216765701771,0.07270729541778564,6.620469503104687e-05
