Dataset,Sample_ID,Control_Absolute_Error,Adapted_Absolute_Error,Absolute_Error_Reduction,Adapted_Improved
Train,randomness_0.6246,0.0035136826,0.00396879,-0.00045510754,False
Train,randomness_0.0901,0.0034215078,0.0036119707,-0.00019046292,False
Train,randomness_0.6406,0.0069925785,0.006723866,0.00026871264,True
Train,randomness_0.2593,0.0017606802,0.0020256191,-0.00026493892,False
Train,randomness_0.7548,0.0038031419,0.004496939,-0.00069379713,False
Train,randomness_0.9780,0.0015536323,0.00249039,-0.0009367578,False
Train,randomness_0.8619,0.00024054898,0.0006033224,-0.00036277343,False
Train,randomness_0.9469,0.0042441133,0.004863212,-0.00061909854,False
Train,randomness_0.8338,0.0015821904,0.0014107395,0.0001714509,True
Train,randomness_0.1682,0.0006495081,0.0006873533,-3.7845224e-05,False
Train,randomness_0.6637,0.0023314264,0.0017737001,0.00055772625,True
Train,randomness_0.3363,0.001588095,0.001129251,0.000458844,True
Train,randomness_0.6747,0.005500011,0.004620338,0.0008796733,True
Train,randomness_0.7908,0.00029958226,0.00043289457,-0.00013331231,False
Train,randomness_0.5606,0.0016577281,0.0008920189,0.0007657092,True
Train,randomness_0.6537,0.0021696733,0.0014362279,0.0007334454,True
Train,randomness_0.8869,0.0042020995,0.004712886,-0.00051078666,False
Train,randomness_0.2963,0.0010359138,0.0013695024,-0.00033358857,False
Train,randomness_0.4925,0.00044364668,5.9977174e-06,0.00043764897,True
Train,randomness_0.4975,0.0020731334,0.0026372056,-0.0005640723,False
Train,randomness_0.8629,0.0048860707,0.004789027,9.704381e-05,True
Train,randomness_0.3083,0.0012731627,0.0008862689,0.00038689375,True
Train,randomness_0.0090,0.0007328354,0.0002608113,0.00047202408,True
Train,randomness_0.7427,0.0036044428,0.0031340057,0.0004704371,True
Train,randomness_0.9049,0.00028125755,0.0004212018,-0.00013994426,False
Train,randomness_0.7127,0.0036796518,0.0045025516,-0.00082289986,False
Train,randomness_0.8388,3.9586797e-05,0.0009472091,-0.0009076223,False
Train,randomness_0.6466,0.00037720986,0.00083659217,-0.0004593823,False
Train,randomness_0.8258,0.004802108,0.0042935945,0.0005085133,True
Train,randomness_0.7838,0.00046002958,1.29099935e-05,0.0004471196,True
Train,randomness_0.1732,0.0024370365,0.0024321936,4.8428774e-06,True
Train,randomness_0.8278,0.0021679867,0.0014412971,0.0007266896,True
Train,randomness_0.6737,0.0026196707,0.0021631215,0.00045654923,True
Train,randomness_0.5065,0.0011288598,0.0017613042,-0.0006324444,False
Train,randomness_0.6026,0.00042381324,0.00056817196,-0.00014435872,False
Train,randomness_0.1131,0.005894441,0.0057028234,0.00019161776,True
Train,randomness_0.0851,0.003101103,0.002713032,0.00038807094,True
Train,randomness_0.2903,0.0013265535,0.0010555759,0.00027097762,True
Train,randomness_0.2132,0.0007982105,0.0008151978,-1.6987324e-05,False
Train,randomness_0.0771,0.00012260303,0.0005289316,-0.0004063286,False
Train,randomness_0.8889,0.0031156167,0.0040636784,-0.0009480617,False
Train,randomness_0.3233,0.0030125305,0.0033347122,-0.00032218173,False
Train,randomness_0.5896,0.00045494735,0.00014482625,0.0003101211,True
Train,randomness_0.4785,0.0025011823,0.0019289348,0.00057224743,True
Train,randomness_0.3854,0.00056958944,0.0011134334,-0.00054384395,False
Train,randomness_0.5185,0.0018267389,0.0013485868,0.0004781522,True
Train,randomness_0.7748,0.0024144892,0.002014283,0.00040020607,True
Train,randomness_0.4915,0.0030832868,0.0033833552,-0.0003000684,False
Train,randomness_0.6927,0.0022196695,0.0016524009,0.0005672686,True
Train,randomness_0.5986,0.0012566447,0.0019674208,-0.0007107761,False
Train,randomness_0.2222,0.0030651689,0.0032458566,-0.00018068776,False
Train,randomness_0.1301,0.00052623823,0.000684686,-0.00015844777,False
Train,randomness_0.5716,0.0052619334,0.004565999,0.0006959345,True
Train,randomness_0.7477,0.0017329566,0.0012688786,0.00046407804,True
Train,randomness_0.2072,0.0016259067,0.0016852953,-5.9388578e-05,False
Train,randomness_0.9770,0.0003346037,0.001020493,-0.0006858893,False
Train,randomness_0.6206,0.0025232583,0.0032797363,-0.00075647794,False
Train,randomness_0.1321,0.00012911484,0.0002424568,-0.00011334196,False
Train,randomness_0.0460,0.0020996146,0.0025550723,-0.00045545772,False
Train,randomness_0.2452,0.0003704466,0.0002174601,0.0001529865,True
Train,randomness_0.1021,0.004002366,0.004184261,-0.00018189475,False
Train,randomness_0.5926,0.0019942503,0.0012605544,0.0007336959,True
Train,randomness_0.4795,8.979067e-05,0.00074419565,-0.000654405,False
Train,randomness_0.2773,0.0016072169,0.0020204298,-0.00041321293,False
Train,randomness_0.8639,0.005385363,0.005308964,7.6399185e-05,True
Train,randomness_0.3073,0.0012212098,0.00068504363,0.00053616613,True
Train,randomness_0.8919,0.002764428,0.0037608175,-0.0009963894,False
Train,randomness_0.1181,0.0010117441,0.0008421317,0.00016961247,True
Train,randomness_0.4364,0.0011305213,0.00033806823,0.00079245307,True
Train,randomness_0.8488,0.0010971669,0.0005614739,0.000535693,True
Train,randomness_0.8198,0.0009579146,0.00011210702,0.0008458076,True
Train,randomness_0.8248,0.002289679,0.0017606504,0.0005290285,True
Train,randomness_0.3924,0.00091254525,0.00041307881,0.00049946643,True
Train,randomness_0.8018,0.0006535994,0.0010593329,-0.00040573347,False
Train,randomness_0.3473,0.0010972172,0.0006396957,0.00045752153,True
Train,randomness_0.8268,0.00068499334,0.00015480444,0.0005301889,True
Train,randomness_0.5616,0.00086864084,0.0014253035,-0.0005566627,False
Train,randomness_0.5556,0.00066768564,0.00027195364,0.000395732,True
Train,randomness_0.9970,0.00085891224,0.0012688115,-0.00040989928,False
Train,randomness_0.3654,0.00046261027,0.0009766594,-0.0005140491,False
Train,randomness_0.2913,7.481873e-05,0.00053341687,-0.00045859814,False
Train,randomness_0.2503,0.0006546825,0.000517752,0.0001369305,True
Train,randomness_0.6557,0.0058894865,0.0055665206,0.0003229659,True
Train,randomness_0.8298,0.0012112632,0.0020969221,-0.0008856589,False
Train,randomness_0.5015,0.00010286458,0.00044314936,-0.00034028478,False
Train,randomness_0.8028,0.0014369562,0.00047619548,0.00096076075,True
Train,randomness_0.5766,0.002258759,0.0013249032,0.0009338558,True
Train,randomness_0.8719,0.0064019626,0.005352187,0.0010497756,True
Train,randomness_0.1812,0.00054308027,0.00042010844,0.00012297183,True
Train,randomness_0.6657,0.0024460312,0.001669677,0.0007763542,True
Train,randomness_0.4895,0.0044733547,0.0038841646,0.00058919005,True
Train,randomness_0.0010,0.0031205043,0.0036797374,-0.0005592331,False
Train,randomness_0.9399,0.0005780868,4.222989e-05,0.00053585693,True
Train,randomness_0.6617,0.0015221704,0.0020776428,-0.00055547245,False
Train,randomness_0.1512,0.00044045597,0.000441283,-8.2701445e-07,False
Train,randomness_0.2953,0.00021848828,0.0004940331,-0.00027554482,False
Train,randomness_0.0891,0.0041545033,0.003849391,0.00030511245,True
Train,randomness_0.8759,0.003953699,0.0035205847,0.00043311436,True
Train,randomness_0.6086,0.00028220192,0.00043912604,-0.00015692413,False
Train,randomness_0.5275,0.00066121295,0.0011346359,-0.00047342293,False
Train,randomness_0.5546,0.0027931184,0.00216607,0.0006270483,True
Train,randomness_0.4665,0.002499994,0.0031980276,-0.0006980337,False
Train,randomness_0.1642,0.0040829964,0.004057158,2.5838614e-05,True
Train,randomness_0.4384,0.0005719252,7.387251e-05,0.0004980527,True
Train,randomness_0.6647,0.00041796826,0.00017537922,0.00024258904,True
Train,randomness_0.4454,0.0049301274,0.004312925,0.0006172024,True
Train,randomness_0.8769,0.0014402329,0.002184719,-0.0007444862,False
Train,randomness_0.3373,0.00053476915,9.376556e-06,0.0005253926,True
Train,randomness_0.0440,0.0040446892,0.0044120215,-0.00036733225,False
Train,randomness_0.4144,0.0032504909,0.0026905872,0.0005599037,True
Train,randomness_0.7007,0.004278465,0.0036622165,0.0006162487,True
Train,randomness_0.4875,0.0010937024,0.0016333088,-0.00053960644,False
Train,randomness_0.3694,0.004578948,0.0041304976,0.00044845045,True
Train,randomness_0.2553,0.0035055429,0.00318807,0.00031747296,True
Train,randomness_0.9409,0.0016607409,0.0023828968,-0.0007221559,False
Train,randomness_0.9930,0.0014745146,0.0023579076,-0.000883393,False
Train,randomness_0.7467,0.0024161814,0.003078279,-0.0006620977,False
Train,randomness_0.9189,0.0017961212,0.0012968653,0.00049925596,True
Train,randomness_0.5846,0.0005980134,0.0008949209,-0.0002969075,False
Train,randomness_0.9810,0.0008560773,0.00034406595,0.00051201135,True
Train,randomness_0.6046,0.00062443875,8.116476e-05,0.000543274,True
Train,randomness_0.9319,0.005077761,0.0042616865,0.00081607467,True
Train,randomness_0.3393,0.0020900518,0.0016878843,0.00040216744,True
Train,randomness_0.6667,0.0050439667,0.0043727625,0.0006712042,True
Train,randomness_0.6627,0.00053451955,0.0010655299,-0.00053101033,False
Train,randomness_0.7868,0.0019844854,0.0012864377,0.0006980477,True
Train,randomness_0.2793,0.0009368211,0.0012874566,-0.0003506355,False
Train,randomness_0.8829,0.001683007,0.000897971,0.000785036,True
Train,randomness_0.7998,0.004251298,0.004095326,0.00015597185,True
Train,randomness_0.5756,0.004382618,0.0036686882,0.00071392953,True
Train,randomness_0.7818,0.0011261059,0.00031160004,0.00081450585,True
Train,randomness_0.6106,0.0032403492,0.0036133067,-0.00037295744,False
Train,randomness_0.1241,0.0003285408,0.00023373589,9.480491e-05,True
Train,randomness_0.5746,0.00013224594,0.00053091533,-0.0003986694,False
Train,randomness_0.6607,0.0043503717,0.0036793258,0.00067104585,True
Train,randomness_0.9570,0.0015684552,0.0009451024,0.0006233528,True
Train,randomness_0.8478,0.0009002015,0.0017792324,-0.0008790309,False
Train,randomness_0.3483,0.00057501346,0.00096014515,-0.0003851317,False
Train,randomness_0.0661,0.0015719011,0.001854144,-0.0002822429,False
Train,randomness_0.4124,0.0059642754,0.0055300966,0.00043417886,True
Train,randomness_0.5596,0.0010778178,0.0018358454,-0.00075802766,False
Train,randomness_0.2492,0.0013414174,0.0015960187,-0.00025460124,False
Train,randomness_0.3724,0.0010107383,0.00045696646,0.00055377185,True
Train,randomness_0.2813,0.0030749664,0.0034052394,-0.00033027306,False
Train,randomness_0.4855,0.001788985,0.0023688897,-0.00057990476,False
Train,randomness_0.9059,0.0031636772,0.004098851,-0.0009351736,False
Train,randomness_0.5135,0.0011663958,0.0019939933,-0.00082759745,False
Train,randomness_0.5916,0.00082250684,0.0014258549,-0.000603348,False
Train,randomness_0.4424,0.0022364426,0.0016102251,0.0006262176,True
Train,randomness_0.8699,0.0008045584,0.0003051674,0.000499391,True
Train,randomness_0.4064,0.00014745817,0.0006903559,-0.00054289773,False
Train,randomness_0.7618,0.001435224,0.0007742364,0.00066098757,True
Train,randomness_0.2092,0.0015385784,0.001799304,-0.00026072562,False
Train,randomness_0.7638,0.002823107,0.0036054049,-0.0007822979,False
Train,randomness_0.9720,0.001241642,0.0005093347,0.0007323073,True
Train,randomness_0.1742,0.0005075708,0.00051636994,-8.799136e-06,False
Train,randomness_0.4725,0.00047398545,0.0012265816,-0.0007525962,False
Train,randomness_0.1592,0.00013878196,2.5197864e-05,0.0001135841,True
Train,randomness_0.5586,0.003884444,0.0044833273,-0.00059888326,False
Train,randomness_0.4294,0.0006206222,0.0012084208,-0.00058779866,False
Train,randomness_0.3053,0.0027150027,0.0031658746,-0.00045087188,False
Train,randomness_0.5666,0.0037347395,0.0031056292,0.00062911026,True
Train,randomness_0.1982,8.545816e-06,3.36878e-05,-2.5141984e-05,False
Train,randomness_0.7147,0.0038969722,0.0046795486,-0.0007825764,False
Train,randomness_0.0611,0.0016851723,0.0013549738,0.00033019856,True
Train,randomness_0.8008,3.3235177e-05,0.00088701164,-0.00085377647,False
Train,randomness_0.1411,0.0027231611,0.0025652796,0.00015788153,True
Train,randomness_0.1822,0.0030815452,0.0030034892,7.805601e-05,True
Train,randomness_0.3664,0.0010176487,0.00041205063,0.0006055981,True
Train,randomness_0.9610,0.0017519421,0.002050322,-0.00029837992,False
Train,randomness_0.5355,0.0033505391,0.002881214,0.0004693251,True
Train,randomness_0.1772,0.0006162487,0.000571385,4.486367e-05,True
Validation,randomness_0.1401,0.0016084872,0.0014768504,0.00013163686,True
Validation,randomness_0.9279,0.0013225414,0.00044219382,0.00088034756,True
Validation,randomness_0.3253,0.0026424564,0.0022570156,0.0003854409,True
Validation,randomness_0.6887,0.0017360034,0.0024708132,-0.0007348098,False
Validation,randomness_0.1011,0.0007646382,0.0010836832,-0.00031904504,False
Validation,randomness_0.8318,0.002979303,0.0035489725,-0.00056966953,False
Validation,randomness_0.3964,0.0013728365,0.002061963,-0.00068912655,False
Validation,randomness_0.1862,0.0028975569,0.0029800124,-8.2455575e-05,False
Validation,randomness_0.1421,0.0032489263,0.003229443,1.9483268e-05,True
Validation,randomness_0.1582,0.0004781671,0.00052591413,-4.7747046e-05,False
Validation,randomness_0.2232,0.0021496415,0.0019541793,0.00019546226,True
Validation,randomness_0.6336,0.0028222892,0.00358361,-0.0007613208,False
Validation,randomness_0.9019,0.0013618077,0.00049139746,0.00087041024,True
Validation,randomness_0.1972,0.0015683249,0.0017511174,-0.00018279254,False
Validation,randomness_0.8118,0.0038020518,0.004310839,-0.0005087871,False
Validation,randomness_0.6907,0.001144086,0.00093396567,0.00021012034,True
Validation,randomness_0.2573,0.0025082193,0.0028006546,-0.0002924353,False
Validation,randomness_0.5225,0.0013416559,0.00090594403,0.00043571182,True
Validation,randomness_0.5475,0.0069265105,0.007460708,-0.0005341973,False
Validation,randomness_0.1351,0.00012369454,0.00020232797,-7.863343e-05,False
Validation,randomness_0.3023,0.003264051,0.003699556,-0.00043550506,False
Validation,randomness_0.8418,0.0009774938,0.00035736524,0.0006201286,True
Validation,randomness_0.7888,0.004655256,0.005545914,-0.00089065824,False
Validation,randomness_0.4324,0.0012778752,0.00070892274,0.0005689524,True
Validation,randomness_0.6426,0.0011379346,0.0006512329,0.00048670173,True
Validation,randomness_0.4444,0.00028172508,0.00034236535,-6.0640275e-05,False
Validation,randomness_0.0831,0.0010816082,0.0014374778,-0.00035586953,False
Validation,randomness_0.9379,0.001851756,0.0011712032,0.0006805528,True
Validation,randomness_0.7588,0.00093165785,4.0346757e-05,0.0008913111,True
Validation,randomness_0.6226,0.0028525088,0.0033003427,-0.0004478339,False
Validation,randomness_0.3564,0.0013142079,0.0010365434,0.0002776645,True
Validation,randomness_0.8569,0.006105601,0.0058933785,0.00021222234,True
Validation,randomness_0.3954,0.0007889122,0.00018210337,0.0006068088,True
Validation,randomness_0.6316,0.004167298,0.0035361666,0.00063113123,True
Validation,randomness_0.7157,0.000297009,0.0009068139,-0.0006098049,False
Validation,randomness_0.7758,0.0027759634,0.003625093,-0.00084912963,False
Validation,randomness_0.0721,0.0015007034,0.0013031848,0.00019751862,True
Validation,randomness_0.6897,0.0014070021,0.00080697704,0.00060002506,True
Validation,randomness_0.5315,0.0043330844,0.0035906918,0.0007423926,True
Validation,randomness_0.3003,0.0046600625,0.004295729,0.0003643334,True
Validation,randomness_0.1311,5.6527555e-05,0.00011249259,-5.5965036e-05,False
Validation,randomness_0.3353,0.0008393377,0.000514213,0.0003251247,True
Validation,randomness_0.4705,0.00012775697,0.0003971625,-0.00026940554,False
Validation,randomness_0.8448,0.0071430635,0.006393985,0.0007490786,True
Validation,randomness_0.7528,0.002130474,0.0028597666,-0.00072929263,False
Validation,randomness_0.7257,0.0013248958,0.0020324532,-0.0007075574,False
Validation,randomness_0.3063,0.0003244467,0.0007194653,-0.0003950186,False
Validation,randomness_0.6196,0.004543714,0.0037385449,0.00080516934,True
Validation,randomness_0.5946,0.00089673325,0.0004658457,0.00043088757,True
Validation,randomness_0.9329,0.0035505742,0.004013244,-0.00046266988,False
Validation,randomness_0.5536,0.0046395585,0.004158279,0.00048127957,True
Validation,randomness_0.4525,0.0037589762,0.003409125,0.00034985133,True
Validation,randomness_0.6496,0.0042755585,0.003446823,0.00082873553,True
Validation,randomness_0.3764,0.0060080457,0.006638443,-0.00063039735,False
Validation,randomness_0.3433,0.002311781,0.0026883464,-0.00037656538,False
Validation,randomness_0.3043,0.0020987876,0.0025510192,-0.00045223162,False
Validation,randomness_0.2202,0.0018669441,0.0020569377,-0.00018999353,False
Validation,randomness_0.4965,0.00495027,0.0056007076,-0.00065043755,False
Validation,randomness_0.3994,0.0021339543,0.001660224,0.00047373027,True
Validation,randomness_0.6436,0.0030380301,0.002570996,0.00046703406,True
Validation,randomness_0.1071,0.002608519,0.0023627542,0.00024576485,True
Validation,randomness_0.4905,0.0045003146,0.00517706,-0.00067674555,False
Validation,randomness_0.8398,0.0012939991,0.0006598402,0.00063415896,True
Validation,randomness_0.5485,0.0015886948,0.0008868929,0.00070180185,True
Validation,randomness_0.2993,0.002765622,0.0025267713,0.00023885071,True
Validation,randomness_0.2883,0.0034130476,0.0036335252,-0.00022047758,False
Validation,randomness_0.7688,0.00019322801,0.00048125163,-0.0002880236,False
Validation,randomness_0.6166,0.002736276,0.0020029023,0.0007333737,True
Validation,randomness_0.4274,0.00082333945,0.0014342219,-0.0006108824,False
Validation,randomness_0.5495,0.0060838964,0.005402839,0.0006810576,True
Validation,randomness_0.7267,0.0018074764,0.00213937,-0.00033189356,False
Validation,randomness_0.6837,0.0032229773,0.0034430386,-0.00022006128,False
Validation,randomness_0.9269,0.0039957967,0.0032617713,0.0007340254,True
Validation,randomness_0.4134,0.0014602747,0.0017521307,-0.000291856,False
Validation,randomness_0.2182,0.0010084845,0.000924591,8.389354e-05,True
Validation,randomness_0.9439,0.0019899644,0.0010480937,0.00094187073,True
Validation,randomness_0.4615,0.00019264966,0.00069066696,-0.0004980173,False
Validation,randomness_0.5936,0.0021653567,0.0010467004,0.0011186562,True
Validation,randomness_0.1271,0.0024877265,0.002609264,-0.000121537596,False
Validation,randomness_0.7648,0.0011574812,0.0019663554,-0.00080887415,False
Validation,randomness_0.6256,0.0038472991,0.0035810564,0.00026624277,True
Validation,randomness_0.2633,0.0021192431,0.0018907823,0.00022846088,True
Validation,randomness_0.6366,5.8803707e-06,0.0004954599,-0.0004895795,False
Validation,randomness_0.1341,0.0025309138,0.0024344213,9.649247e-05,True
Validation,randomness_0.9209,0.0031136647,0.00216854,0.0009451248,True
Validation,randomness_0.8779,0.0004770048,0.00090318196,-0.00042617717,False
Validation,randomness_0.4815,0.0025270525,0.0032180715,-0.000691019,False
Validation,randomness_0.5856,0.0010408014,9.316765e-05,0.00094763376,True
Validation,randomness_0.3093,0.00084142014,0.00051173195,0.0003296882,True
Validation,randomness_0.6757,0.0011883015,0.001986009,-0.0007977076,False
Validation,randomness_0.4464,0.0032208152,0.0036995523,-0.00047873706,False
Validation,randomness_0.6456,0.0026735496,0.0030591004,-0.00038555078,False
Validation,randomness_0.9009,0.0011212332,0.00027018692,0.0008510463,True
Validation,randomness_0.9099,0.0018787029,0.0021231975,-0.00024449464,False
Validation,randomness_0.8789,0.0030870042,0.003542677,-0.00045567285,False
Validation,randomness_0.4985,7.734634e-05,0.0005286187,-0.00045127235,False
Validation,randomness_0.1461,0.0035000294,0.0035787858,-7.875636e-05,False
Validation,randomness_0.2863,0.001952121,0.0021402352,-0.00018811412,False
Validation,randomness_0.7317,0.0013631368,0.0017871913,-0.00042405445,False
Validation,randomness_0.8519,0.000750578,8.150283e-05,0.0006690752,True
Adaptation_Train,randomness_0.0020,0.005498022,0.005087331,0.0004106909,True
Adaptation_Train,randomness_0.0060,0.0036322102,0.0031299107,0.0005022995,True
Adaptation_Train,randomness_0.0080,0.0019719899,0.0013768151,0.00059517473,True
Adaptation_Train,randomness_0.0120,0.002633378,0.003001526,-0.0003681481,False
Adaptation_Train,randomness_0.0150,0.0051548537,0.0047372673,0.00041758642,True
Adaptation_Train,randomness_0.0270,0.003625024,0.0031492002,0.00047582388,True
Adaptation_Train,randomness_0.0290,0.0023834817,0.0018997043,0.00048377737,True
Adaptation_Train,randomness_0.0320,0.0022821873,0.0018940046,0.0003881827,True
Adaptation_Train,randomness_0.0350,0.002822306,0.0032617599,-0.00043945387,False
Adaptation_Train,randomness_0.0360,0.0019191727,0.0014722794,0.00044689327,True
Adaptation_Train,randomness_0.0370,0.0006796904,0.0003132969,0.00036639348,True
Adaptation_Train,randomness_0.0380,0.0035235174,0.0039855205,-0.00046200305,False
Adaptation_Train,randomness_0.0390,0.0014401451,0.0019098781,-0.00046973303,False
Adaptation_Train,randomness_0.0400,0.00073626265,0.0011990778,-0.00046281517,False
Adaptation_Train,randomness_0.0480,0.0034366474,0.0030595027,0.00037714466,True
Adaptation_Train,randomness_0.0531,0.0010152534,0.0008479804,0.00016727298,True
Adaptation_Train,randomness_0.0541,0.0021589696,0.0025742762,-0.00041530654,False
Adaptation_Train,randomness_0.0551,0.0010196604,0.00059888884,0.00042077154,True
Adaptation_Train,randomness_0.0631,0.0022915937,0.0020153075,0.00027628615,True
Adaptation_Train,randomness_0.0671,0.0013262741,0.001712475,-0.00038620085,False
Adaptation_Train,randomness_0.0681,0.0030574016,0.003408257,-0.0003508553,False
Adaptation_Train,randomness_0.0801,6.122142e-05,0.00030202046,-0.00024079904,False
Adaptation_Train,randomness_0.0811,0.0010415204,0.0006889291,0.00035259128,True
Adaptation_Train,randomness_0.0821,0.0016758703,0.0013769865,0.00029888377,True
Adaptation_Train,randomness_0.0951,0.0012010261,0.001546435,-0.00034540892,False
Adaptation_Train,randomness_0.0961,0.0014845915,0.0012939274,0.00019066408,True
Adaptation_Train,randomness_0.0981,0.0032600872,0.0029746853,0.00028540194,True
Adaptation_Train,randomness_0.1001,0.0006085299,0.0008127354,-0.00020420551,False
Adaptation_Train,randomness_0.1481,0.004871711,0.004852932,1.8779188e-05,True
Adaptation_Train,randomness_0.1572,0.00054039434,0.0003674738,0.00017292053,True
Adaptation_Train,randomness_0.1942,0.0026105046,0.002603583,6.9215894e-06,True
Adaptation_Train,randomness_0.2052,0.0004951842,0.00035519898,0.00013998523,True
Adaptation_Train,randomness_0.2142,0.0031899922,0.003318604,-0.00012861192,False
Adaptation_Train,randomness_0.2152,0.0029941723,0.0030014217,-7.249415e-06,False
Adaptation_Train,randomness_0.2162,0.002011016,0.00216135,-0.00015033409,False
Adaptation_Train,randomness_0.2322,0.00092440844,0.000657402,0.00026700646,True
Adaptation_Train,randomness_0.3203,0.0033143125,0.0035711117,-0.00025679916,False
Adaptation_Train,randomness_0.3293,0.0040453896,0.0037020259,0.00034336373,True
Adaptation_Train,randomness_0.4044,0.0035403892,0.0030171387,0.00052325055,True
Adaptation_Train,randomness_0.4434,0.004654132,0.004145574,0.000508558,True
Adaptation_Validation,randomness_0.0040,0.0015695989,0.0011696666,0.00039993227,True
Adaptation_Validation,randomness_0.0070,0.0029279366,0.0024356209,0.00049231574,True
Adaptation_Validation,randomness_0.0100,0.0030152462,0.0034968518,-0.00048160553,False
Adaptation_Validation,randomness_0.0601,0.0009483099,0.00059102476,0.00035728514,True
Adaptation_Validation,randomness_0.1081,0.003318753,0.0035765395,-0.00025778636,False
Adaptation_Validation,randomness_0.1371,0.0018538348,0.0019474253,-9.359047e-05,False
Adaptation_Validation,randomness_0.2262,0.002924379,0.0026840381,0.00024034083,True
Adaptation_Validation,randomness_0.2663,0.001495909,0.0012050122,0.00029089674,True
Adaptation_Validation,randomness_0.3143,0.0006239824,0.00015135854,0.00047262385,True
Adaptation_Validation,randomness_0.3323,0.001074329,0.0013995394,-0.0003252104,False
OOD_Evaluation,randomness_0.0110,0.0014312975,0.0010145009,0.00041679665,True
OOD_Evaluation,randomness_0.0130,0.003027998,0.0033911131,-0.00036311522,False
OOD_Evaluation,randomness_0.0140,0.0014566593,0.0011890866,0.0002675727,True
OOD_Evaluation,randomness_0.0170,0.003618881,0.0031535737,0.00046530738,True
OOD_Evaluation,randomness_0.0180,0.0041852854,0.003697034,0.00048825145,True
OOD_Evaluation,randomness_0.0190,0.0015896447,0.0012247637,0.000364881,True
OOD_Evaluation,randomness_0.0210,0.004522616,0.003987232,0.0005353838,True
OOD_Evaluation,randomness_0.0220,0.00012834743,0.00063044205,-0.0005020946,False
OOD_Evaluation,randomness_0.0240,0.001583606,0.0020343661,-0.00045076013,False
OOD_Evaluation,randomness_0.0300,0.0022831,0.0027623922,-0.00047929212,False
OOD_Evaluation,randomness_0.0310,0.0019209199,0.002350282,-0.00042936206,False
OOD_Evaluation,randomness_0.0330,0.0014804825,0.0010828115,0.000397671,True
OOD_Evaluation,randomness_0.0340,0.0004031025,0.0006955154,-0.00029241294,False
OOD_Evaluation,randomness_0.0410,0.00070501864,0.0008983761,-0.00019335747,False
OOD_Evaluation,randomness_0.0450,4.9859285e-05,0.00040989742,-0.00036003813,False
OOD_Evaluation,randomness_0.0470,0.0011499077,0.0007652007,0.000384707,True
OOD_Evaluation,randomness_0.0490,0.0007908717,0.0012007505,-0.0004098788,False
OOD_Evaluation,randomness_0.0501,0.002531413,0.0028877854,-0.00035637245,False
OOD_Evaluation,randomness_0.0511,0.0012097135,0.00092253834,0.00028717518,True
OOD_Evaluation,randomness_0.0621,0.0021792836,0.002552785,-0.00037350133,False
OOD_Evaluation,randomness_0.0641,0.002636101,0.0029011257,-0.0002650246,False
OOD_Evaluation,randomness_0.0651,0.0030811802,0.002656877,0.0004243031,True
OOD_Evaluation,randomness_0.0691,0.0015788041,0.0011824444,0.0003963597,True
OOD_Evaluation,randomness_0.0711,0.00081906095,0.0005555935,0.00026346743,True
OOD_Evaluation,randomness_0.0761,0.0014933795,0.0017564893,-0.0002631098,False
OOD_Evaluation,randomness_0.0871,0.00027583912,0.0005214885,-0.00024564937,False
OOD_Evaluation,randomness_0.0881,0.0010565631,0.0012896433,-0.00023308024,False
OOD_Evaluation,randomness_0.0941,0.00083710253,0.0006194338,0.00021766871,True
OOD_Evaluation,randomness_0.0971,0.003100071,0.0033615902,-0.0002615191,False
OOD_Evaluation,randomness_0.0991,0.0028560013,0.0030998476,-0.00024384633,False
OOD_Evaluation,randomness_0.1051,0.002200637,0.0024478137,-0.00024717674,False
OOD_Evaluation,randomness_0.1091,0.0028654449,0.0029363334,-7.088855e-05,False
OOD_Evaluation,randomness_0.1101,0.0014470741,0.0011826158,0.00026445836,True
OOD_Evaluation,randomness_0.1261,0.0010356866,0.0008809827,0.00015470386,True
OOD_Evaluation,randomness_0.1291,0.0020466782,0.0019740388,7.2639436e-05,True
OOD_Evaluation,randomness_0.1391,0.001638744,0.0017162599,-7.751584e-05,False
OOD_Evaluation,randomness_0.1632,0.0011054091,0.0010875203,1.7888844e-05,True
OOD_Evaluation,randomness_0.1692,0.0036315806,0.0036949553,-6.337464e-05,False
OOD_Evaluation,randomness_0.1722,0.0051737987,0.005186025,-1.2226403e-05,False
OOD_Evaluation,randomness_0.1792,0.0021645986,0.0019983426,0.00016625598,True
OOD_Evaluation,randomness_0.2042,0.0012742504,0.001331389,-5.7138503e-05,False
OOD_Evaluation,randomness_0.2192,0.004174672,0.0041197203,5.4951757e-05,True
OOD_Evaluation,randomness_0.2212,0.00352069,0.0035879165,-6.722659e-05,False
OOD_Evaluation,randomness_0.2312,0.00062833726,0.000518132,0.00011020526,True
OOD_Evaluation,randomness_0.2332,0.0022139736,0.002396524,-0.0001825504,False
OOD_Evaluation,randomness_0.2432,0.00017002225,0.00011167303,5.8349222e-05,True
OOD_Evaluation,randomness_0.2973,0.0010441244,0.0008489974,0.00019512698,True
OOD_Evaluation,randomness_0.3243,0.00058566406,0.0010122769,-0.0004266128,False
OOD_Evaluation,randomness_0.3834,0.0038284734,0.0033729225,0.00045555085,True
OOD_Evaluation,randomness_0.4094,0.0022857785,0.001713179,0.00057259947,True
Prediction,randomness_0.0061,0.0016715936,0.0011731535,0.0004984401,True
