Variant,Seed,Base_Train_Count,Adaptation_Train_Count,Adaptation_Repeats,Best_Epoch,Epochs_Completed,Train_RMSE,Train_MAE,Train_R2,Train_Bias,Validation_RMSE,Validation_MAE,Validation_R2,Validation_Bias,Adaptation_Train_RMSE,Adaptation_Train_MAE,Adaptation_Train_R2,Adaptation_Train_Bias,Adaptation_Validation_RMSE,Adaptation_Validation_MAE,Adaptation_Validation_R2,Adaptation_Validation_Bias,OOD_Evaluation_RMSE,OOD_Evaluation_MAE,OOD_Evaluation_R2,OOD_Evaluation_Bias,Prediction_RMSE,Prediction_MAE,Prediction_R2,Prediction_Bias
control,42,800,0,0,20,320,0.0027686272473199575,0.0021905696485191584,0.9488943219184875,-0.0004490058636292815,0.0027695838389982554,0.002272915793582797,0.9449194669723511,-0.00015569575771223754,0.002748190058095164,0.0023783124051988125,0.2978740930557251,0.00032665248727425933,0.0021865853378177057,0.0019752278458327055,0.24029231071472168,-0.00067119300365448,0.002299239257653913,0.0019403548212721944,0.36155396699905396,-2.951297938125208e-05,0.0031744911574173302,0.0026840518694370985,0.37641656398773193,-0.0019862768240273
domain_adapted,42,800,40,4,3,33,0.002724584682889581,0.002166853751987219,0.9505073428153992,5.7852921599987894e-06,0.002785075179230258,0.002244745846837759,0.9443015456199646,0.00030229106778278947,0.0026466354955403584,0.0022845950443297625,0.3488069772720337,0.00011231214739382267,0.0021702415466655924,0.0018657076871022582,0.25160688161849976,-0.0007465373491868377,0.002278420253622439,0.0019382520113140345,0.37306350469589233,-0.00021162722259759903,0.0029836907727414986,0.002567549701780081,0.4491238594055176,-0.001920072128996253
