node_id,x,y
0,0.0,0.0
1,0.0,34.646566
2,0.0,69.321497
3,0.0,103.875247
4,0.0,138.606911
5,0.0,173.161855
6,0.0,207.856519
7,0.0,242.503577
8,0.0,277.165558
9,0.0,311.791686
10,0.0,346.410162
11,29.939969,225.222527
12,29.950518,190.529955
13,29.956634,155.852172
14,29.960308,121.277608
15,29.960576,86.57268
16,29.969261,17.320508
17,29.982121,51.933691
18,29.98826,363.73067
19,30.012953,329.107567
20,30.020314,294.414272
21,30.048801,259.749672
22,59.942859,103.982609
23,59.955661,69.280602
24,59.958155,346.410162
25,59.969847,0.0
26,59.977884,173.246766
27,60.001801,311.760523
28,60.014474,34.615101
29,60.016525,242.429044
30,60.025921,138.575242
31,60.032794,207.898118
32,60.045433,277.186412
33,89.947837,121.279282
34,89.95358,155.861382
35,89.968585,225.129485
36,89.969272,86.556317
37,89.981756,363.73067
38,89.982842,294.398235
39,89.990237,17.320508
40,89.999444,259.811103
41,90.00191,329.087859
42,90.024903,51.929432
43,90.031391,190.52863
44,119.972612,34.637173
45,119.976226,103.891934
46,119.98029,277.152112
47,119.999223,242.485682
48,120.001578,346.410162
49,120.007031,69.288846
50,120.023497,173.223462
51,120.024879,138.508859
52,120.033218,0.0
53,120.041728,207.844303
54,120.058201,311.739417
55,149.961383,225.159439
56,149.970518,155.919726
57,149.992008,329.041165
58,150.007044,86.656471
59,150.016202,51.91467
60,150.016947,121.29957
61,150.022191,294.443023
62,150.040253,17.320508
63,150.048664,190.574417
64,150.049539,259.849919
65,150.052391,363.73067
66,179.947991,346.410162
67,179.950498,173.167551
68,179.965686,242.428662
69,179.966159,277.097092
70,179.968427,34.622384
71,179.98601,103.929915
72,180.005781,138.601301
73,180.010032,207.851314
74,180.020909,311.828836
75,180.037295,69.261961
76,180.037935,0.0
77,209.945247,51.908747
78,209.95336,17.320508
79,209.967769,329.111915
80,209.969571,259.796044
81,209.979755,86.587759
82,209.98242,121.210309
83,209.990767,225.210298
84,209.997807,294.4198
85,210.039711,155.913992
86,210.053844,190.542406
87,210.05858,363.73067
88,239.958244,138.539066
89,239.958755,311.788379
90,239.974539,69.224571
91,239.994273,207.882302
92,240.011716,346.410162
93,240.013186,103.978823
94,240.017582,0.0
95,240.023941,242.427823
96,240.035011,277.175061
97,240.038573,34.669876
98,240.056297,173.1744
99,269.955224,52.0078
100,269.956665,294.424644
101,269.979143,121.254524
102,269.986857,363.73067
103,269.990803,225.222095
104,269.996556,86.597183
105,270.010785,259.825966
106,270.01662,190.495782
107,270.020352,17.320508
108,270.047642,329.061882
109,270.052402,155.833718
110,300.0,0.0
111,300.0,34.693995
112,300.0,69.25306
113,300.0,103.895167
114,300.0,138.590178
115,300.0,173.167502
116,300.0,207.859548
117,300.0,242.486574
118,300.0,277.186424
119,300.0,311.721121
120,300.0,346.410162
