,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.7555079112935346e-06,0.0025991359932280448,0.002070249989628792,46.8376579284668,12401.818359375,0.9555980563163757
Validation,8.208156032196712e-06,0.0028649879637088725,0.0023972915951162577,18.38739776611328,217.0633544921875,0.945397675037384
Test,8.537686881027184e-06,0.0029219320459290604,0.0023433705791831017,244.68870544433594,20370.880859375,0.9408175945281982
