,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.0001320932642556727,0.011493183382147554,0.010227463208138943,396.25848388671875,128446.203125,0.10565286874771118
Validation,0.00013941925135441124,0.011807592953452082,0.010268607176840305,5322.505859375,509839.9375,0.10990482568740845
Test,0.00015342823462560773,0.012386615139964903,0.01112917810678482,7328.55078125,703476.4375,0.10361140966415405
