,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,6.458642928919289e-06,0.002541386025168016,0.0020270387176424265,27.603675842285156,3348.466796875,0.9562712907791138
Validation,9.512085853202734e-06,0.0030841669626015277,0.002437568735331297,705.146728515625,67128.9609375,0.9392719268798828
Test,8.416456694249064e-06,0.0029011130095618586,0.0022663488052785397,349.6314697265625,31697.005859375,0.9508277177810669
