node_id,x,y
0,0.0,0.0
1,0.0,34.300048
2,0.0,67.521728
3,0.0,106.827135
4,0.0,137.30445
5,0.0,174.669405
6,0.0,203.67194
7,0.0,239.213229
8,0.0,280.649613
9,0.0,308.065786
10,0.0,346.410162
11,25.912658,85.792886
12,28.273299,123.738599
13,28.871684,159.886815
14,29.959895,291.669687
15,30.292716,363.73067
16,30.852671,332.228538
17,32.895584,17.320508
18,32.928743,226.751168
19,33.072247,259.632939
20,33.435417,191.127643
21,34.144624,55.547991
22,56.206491,211.480241
23,57.515809,31.389173
24,58.098451,73.331726
25,58.493176,0.0
26,58.776444,141.415325
27,60.098477,277.314584
28,60.740827,315.479122
29,60.839161,243.023026
30,60.976525,174.827269
31,61.450844,106.23873
32,63.515056,346.410162
33,86.337748,225.385647
34,86.44398,153.126644
35,88.263322,298.281795
36,89.060179,363.73067
37,89.294549,117.553032
38,89.992592,188.214644
39,90.315367,17.320508
40,90.69801,259.152583
41,91.373283,85.568729
42,91.386132,331.691337
43,93.593903,50.258519
44,115.927462,33.87026
45,116.816031,66.393035
46,118.056738,242.169733
47,118.887211,105.954559
48,119.022434,275.643021
49,120.944242,0.0
50,122.01158,346.410162
51,123.281078,204.839773
52,123.346398,172.909897
53,123.768022,313.240152
54,123.858719,136.69349
55,146.201627,158.170545
56,146.208824,363.73067
57,147.943362,260.35026
58,148.925978,228.664574
59,150.711436,87.596533
60,151.663493,191.766998
61,151.698507,17.320508
62,152.693132,329.755141
63,152.968848,295.118812
64,153.174221,124.213974
65,153.880709,48.198522
66,175.973204,136.538198
67,176.84167,310.676525
68,177.561672,67.046062
69,178.44368,276.563581
70,180.376253,0.0
71,180.46495,204.811322
72,180.940998,244.668389
73,180.986934,37.950501
74,181.136812,102.890108
75,182.14599,170.357246
76,183.417439,346.410162
77,205.937506,363.73067
78,206.135088,224.601614
79,207.456878,83.48921
80,208.125342,17.320508
81,211.626025,328.453379
82,212.134725,193.758612
83,212.137131,117.425761
84,212.163468,152.125092
85,212.414297,294.150551
86,212.907005,259.40002
87,213.793932,50.106054
88,235.900475,243.448114
89,237.415212,278.530226
90,237.484308,176.295836
91,237.613003,100.856621
92,238.257174,346.410162
93,238.850196,66.022387
94,239.647969,207.372193
95,242.090891,140.022066
96,242.907394,35.565428
97,243.30147,315.207714
98,243.513462,0.0
99,266.415653,363.73067
100,266.455464,120.776692
101,267.294696,52.02702
102,267.890527,17.320508
103,268.783932,325.416455
104,269.414698,153.759111
105,270.848534,189.674962
106,271.79708,258.146638
107,272.77008,298.202703
108,272.905591,86.517704
109,273.066062,224.276371
110,300.0,0.0
111,300.0,30.766167
112,300.0,68.663113
113,300.0,100.585466
114,300.0,135.480999
115,300.0,176.853885
116,300.0,206.389735
117,300.0,245.656551
118,300.0,275.125041
119,300.0,313.684887
120,300.0,346.410162
