,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Validation,7.946855475893244e-06,0.0028190167569372916,0.002366123953834176,18.23827362060547,217.01841735839844,0.9471359252929688
Test,7.944226126710419e-06,0.0028185503590871706,0.002297219354659319,709.5752563476562,66820.578125,0.9449313879013062
Prediction,8.932956916396506e-06,0.002988805265720152,0.002507392782717943,6.9723029136657715,17.99818992614746,0.4472336173057556
