Architecture,Architecture_Key,Member_Count,Member_Seeds,Split_Seed,Hidden_Dim,Dropout,Weight_Decay,LR_Phase1,LR_Phase2,Loss_Name,Huber_Beta,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Ensemble,gcn3,5,"11,42,73,101,202",73,24,0.1,1e-05,0.003,0.0005,mse,0.75,0.0028190167569372916,0.002366123953834176,0.9471359252929688,0.0028185503590871706,0.002297219354659319,0.9449313879013062,0.002988805265720152,0.002507392782717943,0.4472336173057556
