,MSE,RMSE,MAE,Mean Relative Error (%),Max Relative Error (%),R2
Train,0.00013734507956542075,0.0117194317082963,0.010471304878592491,383.9418640136719,117106.8125,0.07009512186050415
Validation,0.00014555596862919629,0.012064657833075759,0.010452810674905777,6463.345703125,623369.0625,0.07072615623474121
Test,0.0001573097542859614,0.012542318537095181,0.011327006854116917,6992.8623046875,670081.5625,0.08093404769897461
