Architecture,Architecture_Key,Member_Count,Member_Seeds,Split_Seed,Hidden_Dim,Dropout,Weight_Decay,LR_Phase1,LR_Phase2,Loss_Name,Huber_Beta,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Ensemble,gcn3,5,"11,42,73,101,202",42,24,0.1,1e-05,0.003,0.0005,mse,0.75,0.003038279152964877,0.0023466141428798437,0.9410655498504639,0.002840848203720398,0.002246634569019079,0.9528493881225586,0.0031077407351450146,0.002694678958505392,0.40236514806747437
