Architecture,Architecture_Key,Seed,Input_Dim,Graph_Feature_Dim,Loss_Name,Huber_Beta,Epochs_Completed,Best_Val_Loss,Validation_RMSE,Validation_MAE,Validation_R2,Test_RMSE,Test_MAE,Test_R2,Prediction_RMSE,Prediction_MAE,Prediction_R2
GCN-3 Residual Huber,gcn3_residual,101,9,12,huber,0.75,900,0.038015789464116094,0.0028938978030200817,0.0022600539959967136,0.9527834057807922,0.0027360051036041007,0.0021751003805547953,0.9510859251022339,0.002556837213976791,0.002082414925098419,0.5954683423042297
