run_number,run_label,started_at,completed_at,epochs_trained,best_epoch,best_val_loss,test_loss,test_mse,test_mae,test_rmse,test_r2,run_dir,model_path
2,run_0002_20260603_113455,2026-06-03T11:34:55,2026-06-03T11:35:04,91,66,0.0021689090062864125,0.007736295694485307,0.007648320868611336,0.07357113808393478,0.08745467894064522,-0.05760681629180908,C:\Users\alexg\Downloads\NSF-REU-Summer-26\Mock GNN Workflow\results\runs\run_0002_20260603_113455,C:\Users\alexg\Downloads\NSF-REU-Summer-26\Mock GNN Workflow\results\runs\run_0002_20260603_113455\best_model.pt
3,run_0003_20260603_113633,2026-06-03T11:36:33,2026-06-03T11:36:45,140,127,0.002265546878334135,0.007222233340144157,0.007116890978068113,0.06801800429821014,0.08436166770558838,0.01587909460067749,C:\Users\alexg\Downloads\NSF-REU-Summer-26\Mock GNN Workflow\results\runs\run_0003_20260603_113633,C:\Users\alexg\Downloads\NSF-REU-Summer-26\Mock GNN Workflow\results\runs\run_0003_20260603_113633\best_model.pt
