node_id,x,y
0,0.0,0.0
1,0.0,33.68979
2,0.0,67.897123
3,0.0,105.652325
4,0.0,139.077802
5,0.0,171.757786
6,0.0,210.171211
7,0.0,244.542202
8,0.0,275.19627
9,0.0,312.454798
10,0.0,346.410162
11,27.003373,121.054762
12,27.731073,54.463071
13,28.289456,190.856765
14,28.651063,158.978525
15,29.362947,326.245525
16,29.715444,363.73067
17,30.01828,83.684122
18,30.141823,257.96553
19,30.438702,296.644376
20,31.607452,222.226832
21,31.719137,17.320508
22,57.606392,175.827519
23,57.6131,0.0
24,57.64627,31.937265
25,58.247853,138.236406
26,58.480883,242.067032
27,60.937761,100.850175
28,61.111821,278.752946
29,61.461236,206.595556
30,61.655596,68.652602
31,61.689875,346.410162
32,61.83118,310.099008
33,87.297875,189.661996
34,87.567745,120.861883
35,88.52831,154.712014
36,88.937639,293.675069
37,89.091074,326.269057
38,89.374974,258.505892
39,89.865795,53.38105
40,90.550351,87.516042
41,90.80518,363.73067
42,91.908446,227.691158
43,92.634102,17.320508
44,118.660789,346.410162
45,119.616911,207.518291
46,119.742096,310.901152
47,120.07035,68.57821
48,120.359334,137.588232
49,121.248614,175.073998
50,121.614535,244.930825
51,121.795176,278.809295
52,122.98028,0.0
53,123.035094,32.069683
54,123.114673,106.711847
55,147.744223,54.045133
56,148.218791,85.181416
57,149.252358,225.180077
58,149.609048,363.73067
59,150.585558,17.320508
60,151.419123,121.978596
61,151.469908,154.405172
62,151.698313,258.082858
63,152.07324,190.18285
64,152.752135,327.072256
65,153.117193,294.891638
66,178.505065,172.373795
67,179.332531,35.903531
68,179.366319,0.0
69,180.304516,103.980685
70,180.4194,346.410162
71,180.754734,275.541915
72,181.468061,309.102823
73,181.693757,140.956007
74,181.809755,208.840278
75,181.886836,239.854018
76,182.851007,66.49735
77,208.027025,262.242642
78,208.235788,121.395608
79,208.625172,54.075084
80,208.712715,331.232993
81,208.856118,363.73067
82,209.673493,17.320508
83,209.867486,223.843835
84,210.163322,189.381173
85,211.492882,294.224925
86,211.964401,157.868233
87,211.970656,89.629797
88,236.964308,309.669915
89,237.674066,103.5477
90,237.849395,140.586721
91,238.881344,71.317788
92,238.939647,239.495559
93,238.963308,277.179159
94,240.265812,210.967544
95,240.695377,33.755885
96,241.463931,346.410162
97,241.902261,172.510927
98,242.797858,0.0
99,267.823684,326.854997
100,267.8711,224.425377
101,268.746749,156.819629
102,268.829302,295.63223
103,268.860047,363.73067
104,269.321553,17.320508
105,269.606866,124.189446
106,270.476653,257.513834
107,271.908851,189.987282
108,272.723916,84.806653
109,272.825455,51.411408
110,300.0,0.0
111,300.0,34.373272
112,300.0,70.630635
113,300.0,102.308381
114,300.0,138.195929
115,300.0,171.358632
116,300.0,204.729845
117,300.0,240.320677
118,300.0,275.644303
119,300.0,311.167645
120,300.0,346.410162
